Tweet,HS_Individual,HS_Group,Cleaned_Tweet,Tweet_list
Setya Novanto tak lagi jadi tersangka karena hakim takut disiram air keras atau mati mendadak seperti di Amerika URL,1,0,setya novanto sangka hakim takut siram air keras mati dadak sepe i amerika uniform resource locator,"['setya', 'novanto', 'sangka', 'hakim', 'takut', 'siram', 'air', 'keras', 'mati', 'dadak', 'sepe', 'i', 'amerika', 'uniform', 'resource', 'locator']"
"Hati-hati!, kali ini kita akan mengusir Ahmadiyah, nanti yang Kristen, disusul Budha, Hindu, dan Sunni juga akan diusir...",0,1,hati hati kali usir ahmadiyah kristen susul buddha hindu sunni usir,"['hati', 'hati', 'kali', 'usir', 'ahmadiyah', 'kristen', 'susul', 'buddha', 'hindu', 'sunni', 'usir']"
RT USER USER USER USER Pak Alex beruntung tidak dituduh sebagai antek Tionghoa dan PKI... haha,1,0,alex untung tuduh antek tionghoa partai komunis indonesia haha,"['alex', 'untung', 'tuduh', 'antek', 'tionghoa', 'partai', 'komunis', 'indonesia', 'haha']"
Pemerintah sebaiknya tidak memihak Bastian. Kami akan memecat Jokowi jika dia tidak ikut serta dan menghalangi Aksi Bela Islam,1,0,perintah bastian pecat jokowi a halang aksi bela islam,"['perintah', 'bastian', 'pecat', 'jokowi', 'a', 'halang', 'aksi', 'bela', 'islam']"
"'Bodoh, sangat bodoh.'",1,0,bodoh bodoh,"['bodoh', 'bodoh']"
USER Kapan Cisol Anda tersedia?',1,0,cisol sedia,"['cisol', 'sedia']"
RT USER USER Mantan Menkominfo boleh duduk di DPR tapi posting hoax hadehhh Doa Pak Jokowi tak maklum,1,0,mantan menteri komunikasi informasi duduk dewan wakil rakyat posting hoaks hadehhh doa jokowi maklum,"['mantan', 'menteri', 'komunikasi', 'informasi', 'duduk', 'dewan', 'wakil', 'rakyat', 'posting', 'hoaks', 'hadehhh', 'doa', 'jokowi', 'maklum']"
"USER bilang ke temanmu, dari pada beli tiket mending beli bensin, entahlah, kamu bilang motor hanya bisa diisi udara.'",1,0,bilang teman beli tiket mending beli bensin bilang motor isi udara,"['bilang', 'teman', 'beli', 'tiket', 'mending', 'beli', 'bensin', 'bilang', 'motor', 'isi', 'udara']"
"USER USER USER USER Bodoh sekali, klimaksnya berita hoax'",0,1,bodoh klimaks berita hoaks,"['bodoh', 'klimaks', 'berita', 'hoaks']"
USER Hore... Salah satu Cebong bersama Paman Sam... Apa kabar paman?,1,0,hore salah cebong paman kabar paman,"['hore', 'salah', 'cebong', 'paman', 'kabar', 'paman']"
"USER wajahmu mirip pantat monyet, monyet, babi hutan.'",1,0,wajah pantat monyet monyet babi hutan,"['wajah', 'pantat', 'monyet', 'monyet', 'babi', 'hutan']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA APA YANG KAU BAJINGAN.',1,0,bajing,['bajing']
Saya hampir mengacaukan gadget eeee shopee saya.\n\xf0\x9f\x98\xa4',0,1,acau gadget eeee shopee,"['acau', 'gadget', 'eeee', 'shopee']"
"Negara terjebak utang, tapi kebijakannya boros. ; ; #2019GantiPresiden #2019PresidenBaru; ; .; ; Pemerintah anggarkan Rp 300 miliar untuk gaji dosen asing",0,1,negara jebak utang bijak boros 2019 ganti presiden 2019 presiden perintah anggar rupiah 300 miliar gaji dosen asing,"['negara', 'jebak', 'utang', 'bijak', 'boros', '2019', 'ganti', 'presiden', '2019', 'presiden', 'perintah', 'anggar', 'rupiah', '300', 'miliar', 'gaji', 'dosen', 'asing']"
"USER Bani kampret, itu hanya nafsu kekuasaan, lalu korupsi di jamaah seperti Kader PKS, Gubernur Sumut USER'",0,1,bani kampret nafsu kuasa korupsi jamaah sepe i kader partai adil sejahtera gubernur sumatra utara,"['bani', 'kampret', 'nafsu', 'kuasa', 'korupsi', 'jamaah', 'sepe', 'i', 'kader', 'partai', 'adil', 'sejahtera', 'gubernur', 'sumatra', 'utara']"
USER Intinya PKS pasti salah.\nKalaupun benar pasti salah...\nItulah otak kecebong.\nMakanya kita tetap #2019GantiPresiden',0,1,inti partai adil sejahtera salah salah otak kecebong 2019 ganti presiden,"['inti', 'partai', 'adil', 'sejahtera', 'salah', 'salah', 'otak', 'kecebong', '2019', 'ganti', 'presiden']"
PENGGUNA ANJING KOMUNIS menggonggong sebagai tanggapan',0,1,anjing komunis gonggong tanggap,"['anjing', 'komunis', 'gonggong', 'tanggap']"
"EH FUCK MASIH BELUM MEMULIHKAN JARINGAN SIALAN INI? APAKAH KAMU BEKERJA? JANGAN BERGABUNG DENGAN ITU, BITCH! FASILITAS SEPERTI ANJING BABI MAHAL! PENGGUNA'",0,1,eh fuck pulih jaring sial kerja gabung bitch fasilitas sepe i anjing babi mahal,"['eh', 'fuck', 'pulih', 'jaring', 'sial', 'kerja', 'gabung', 'bitch', 'fasilitas', 'sepe', 'i', 'anjing', 'babi', 'mahal']"
"Helikopter berisi warga China jatuh di Morowali, Sulawesi Tengah; ; Saya ingin 2019 segera... ; Tidak sabar menunggu #2019GantiPresiden; ;",1,0,helikopter isi warga cina jatuh morowali sulawesi 2019 sabar tunggu 2019 ganti presiden,"['helikopter', 'isi', 'warga', 'cina', 'jatuh', 'morowali', 'sulawesi', '2019', 'sabar', 'tunggu', '2019', 'ganti', 'presiden']"
USER Mengaku Muslim tapi nonton bola itu kafir hahaha kamu munafik.\nJokowi pun sama dengan saya. Selama sebulan penuh saya tidak ingin menonton sepak bola. Kecuali timnas dan Persija.\nNanti diare kawan.',1,0,muslim tonton bola kafir haha munafik jokowi penuh tonton sepak bola kecuali timnas persija diare kawan,"['muslim', 'tonton', 'bola', 'kafir', 'haha', 'munafik', 'jokowi', 'penuh', 'tonton', 'sepak', 'bola', 'kecuali', 'timnas', 'persija', 'diare', 'kawan']"
"USER USER USER USER Bodoh sekali, menggunakan tag saya.'",1,0,bodoh tag,"['bodoh', 'tag']"
"USER Presiden cebong ""jokowi""",1,0,presiden cebong jokowi,"['presiden', 'cebong', 'jokowi']"
"PENGGUNA, jika Anda yakin menyontek itu halal, tidak mungkin Bani Micin mendemonstrasikannya",0,1,sontek halal bani micin demonstrasi,"['sontek', 'halal', 'bani', 'micin', 'demonstrasi']"
"Tanu baru saja mengusirnya, bukankah dia orang Cina?",1,0,tanu usir orang cina,"['tanu', 'usir', 'orang', 'cina']"
"PENGGUNA begini, platipus jadi idiot kalau diberi udara'",1,0,platipus idiot udara,"['platipus', 'idiot', 'udara']"
"Alquran, Alkitab adalah kitab suci, saatnya para pendukung anda, siapapun anda, mempertahankan kitab sucinya masing-masing dari atheis seperti Rocky (“,)",1,0,alquran alkitab kitab suci dukung mempe ahankan kitab suci ateis sepe i rocky,"['alquran', 'alkitab', 'kitab', 'suci', 'dukung', 'mempe', 'ahankan', 'kitab', 'suci', 'ateis', 'sepe', 'i', 'rocky']"
"Kenapa begitu...\nMasyarakat taplak meja di Kalbar tidak terima kekalahan. Kalau yang kalah ikut perang, beginilah jadinya.\n(Calon Gubernur Porno Didukung)'",0,1,masyarakat taplak meja kalimantan barat terima kalah kalah perang calon gubernur porno dukung,"['masyarakat', 'taplak', 'meja', 'kalimantan', 'barat', 'terima', 'kalah', 'kalah', 'perang', 'calon', 'gubernur', 'porno', 'dukung']"
"PENGGUNA PENGGUNA Pengubah cincin baru saja ditanyai tentang makanannya /menyipitkan matanya/memutar matanya sedikit, mata Ron sipit banget'",1,0,ubah cincin makan sipit mata putar mata mata ron sipit banget,"['ubah', 'cincin', 'makan', 'sipit', 'mata', 'putar', 'mata', 'mata', 'ron', 'sipit', 'banget']"
PENGGUNA Yang memilih kolam dengan IQ 200,1,0,pilih kolam intelligence quotient 200,"['pilih', 'kolam', 'intelligence', 'quotient', '200']"
"USER USER USER Referensinya memang pernah terjadi, ruang gerak radikalisme dan teror terbatas, katanya anti Islam, otaknya terbuat dari kotoran unta, ternyata'",1,0,referensi ruang gerak radikalisme teror batas anti islam otak kotor unta nyata,"['referensi', 'ruang', 'gerak', 'radikalisme', 'teror', 'batas', 'anti', 'islam', 'otak', 'kotor', 'unta', 'nyata']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Bukan hanya bangsa, anjing-anjing bajingan. Babi bodoh. Itu jauh lebih tepat.",0,1,bangsa anjing anjing bajing babi bodoh,"['bangsa', 'anjing', 'anjing', 'bajing', 'babi', 'bodoh']"
"AWAS!!!!! Ada upaya Ahok, antek-antek komunis dan medianya untuk memecah belah umat Islam dalam aksi 299! Aksi299",0,1,awas upaya ahok antek antek komunis media pecah belah umat islam aksi 299 aksi 299,"['awas', 'upaya', 'ahok', 'antek', 'antek', 'komunis', 'media', 'pecah', 'belah', 'umat', 'islam', 'aksi', '299', 'aksi', '299']"
"USER Pak USER tugas anda lebih berat dari BNN, menyadarkan umat islam: sholat, mengaji, dzikir sama dengan ekstasi",0,1,tugas berat badan narkotika nasional sadar umat islam salat aji zikir ekstasi,"['tugas', 'berat', 'badan', 'narkotika', 'nasional', 'sadar', 'umat', 'islam', 'salat', 'aji', 'zikir', 'ekstasi']"
RT USER Sentul daerahnya Pak Prabowo..kuotanya pokoknya..menyenangkan..,1,0,sentul daerah prabowo kuota pokok senang,"['sentul', 'daerah', 'prabowo', 'kuota', 'pokok', 'senang']"
"USER Apakah anda paham betul tentang Hukum Pidana Anak? Dulu ada anak yang menghina presiden di bawah umur 16 tahun, kenapa dipenjara 1,5 tahun sedangkan anak Tionghoa yang mengancam akan membunuh presiden tidak dihukum, lucu!!! Kamu sangat bodoh, kamu sudah gila",1,0,paham hukum pidana anak anak hina presiden umur 16 penjara 1 5 anak tionghoa ancam bunuh presiden hukum lucu bodoh gila,"['paham', 'hukum', 'pidana', 'anak', 'anak', 'hina', 'presiden', 'umur', '16', 'penjara', '1', '5', 'anak', 'tionghoa', 'ancam', 'bunuh', 'presiden', 'hukum', 'lucu', 'bodoh', 'gila']"
USER USER USER Mabuk kencing unta gan??\n\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84',1,0,mabuk kencing unta juragan,"['mabuk', 'kencing', 'unta', 'juragan']"
USER USER Mengatakan hal yang sama hanyalah omong kosong... malangnya',1,0,omong kosong malang,"['omong', 'kosong', 'malang']"
USER USER USER Hahaha...\nSaya sarankan kamu sering-sering memperlihatkan topeng monyet keliling desa bersama ayahmu...memata-matai atau tidak DONGO...monyet...\xf0\x9f\x98\x83\xf0\x9f\ x98 \x86',1,0,haha saran lihat topeng monyet keliling desa ayah mata mata dongok monyet x98,"['haha', 'saran', 'lihat', 'topeng', 'monyet', 'keliling', 'desa', 'ayah', 'mata', 'mata', 'dongok', 'monyet', 'x98']"
"Praktik monopoli yang terjadi karena praktik nepotisme, hubungan kekerabatan antara Gubernur DKI Ahok dengan pengacara salah satu merek",1,0,praktik monopoli praktik nepotisme hubung kerabat gubernur daerah khusus ibukota ahok acara salah merek,"['praktik', 'monopoli', 'praktik', 'nepotisme', 'hubung', 'kerabat', 'gubernur', 'daerah', 'khusus', 'ibukota', 'ahok', 'acara', 'salah', 'merek']"
Ini adalah serangan balik Twitter dari kubu USER yang menelan kader Golkar yang juga dikenal sebagai konsultan politik Anies -Sandi.,1,0,serang twitter kubu tel kader golkar kenal konsultan politik anies sandi,"['serang', 'twitter', 'kubu', 'tel', 'kader', 'golkar', 'kenal', 'konsultan', 'politik', 'anies', 'sandi']"
"RENOVASI MASJID YANG DILAKUKAN FPI SANGAT BENAR, APA HUBUNGANNYA DENGAN AHOK MENJADI ORANG KRISTEN?",0,1,renovasi masjid laku front bela islam hubung ahok orang kristen,"['renovasi', 'masjid', 'laku', 'front', 'bela', 'islam', 'hubung', 'ahok', 'orang', 'kristen']"
"USER USER USER USER Itu dia...bagaimana aku menyimpulkan kebodohannya... Aku bingung! Kok ada makhluk seperti berudu (tak tahu malu, otak mampet, bodoh dan sial) begitu kasihan pada anaknya?",1,0,simpul bodoh bingung makhluk sepe i berudu malu otak mampat bodoh sial kasihan anak,"['simpul', 'bodoh', 'bingung', 'makhluk', 'sepe', 'i', 'berudu', 'malu', 'otak', 'mampat', 'bodoh', 'sial', 'kasihan', 'anak']"
USER Savage memang seorang wanita iblis,1,0,savage orang wanita iblis,"['savage', 'orang', 'wanita', 'iblis']"
PENGGUNA: AHOAK PENGGUNA CINA ADALAH ANJING KAFIR YANG MENGHINA ISLAM....!!!,1,0,ahok cina anjing kafir hina islam,"['ahok', 'cina', 'anjing', 'kafir', 'hina', 'islam']"
"USER USER USER USER Senang melihat mereka yang dulu membela Ahok saat menghina Al-Quran kini tampak punya gairah keagamaan; ; Namun, mereka harus bertaubat terlebih dahulu karena telah sesat dalam membela penodaan agama; ; Karena ketika",0,1,senang lihat bela ahok hina al alquran gairah agama be aubat sesat bela noda agama,"['senang', 'lihat', 'bela', 'ahok', 'hina', 'al', 'alquran', 'gairah', 'agama', 'be', 'aubat', 'sesat', 'bela', 'noda', 'agama']"
"Cap Gome di halaman masjid = tabligh akbar di halaman gereja, Ahok menghina Al-Quran, Cornelis mengusir ulama, MRK (Tionghoa + PKI) memprovokasi perang;",0,1,cap gome halaman masjid tablig akbar halaman gereja ahok hina al alquran cornelis usir ulama tionghoa partai komunis indonesia provokasi perang,"['cap', 'gome', 'halaman', 'masjid', 'tablig', 'akbar', 'halaman', 'gereja', 'ahok', 'hina', 'al', 'alquran', 'cornelis', 'usir', 'ulama', 'tionghoa', 'partai', 'komunis', 'indonesia', 'provokasi', 'perang']"
"PENGGUNA Tahukah Anda pesona Jing? Homme juga kenapa tai. Agensi Anda juga sedang mengalami penurunan, Gaush dalam masalah. Baca selengkapnya.'",1,0,pesona anjing home tai agens alami turun baca lengkap,"['pesona', 'anjing', 'home', 'tai', 'agens', 'alami', 'turun', 'baca', 'lengkap']"
"USER USER USER sudah menjadi penjilat sampai-sampai jadi penjilat.. mengaku muslim, agamanya dihina & dihina oleh BTP yang sombong, Ahok akan selalu dikenang oleh penjilat kecilmu.'",1,0,jilat jilat muslim agama hina hina ahok sombong ahok kenang jilat,"['jilat', 'jilat', 'muslim', 'agama', 'hina', 'hina', 'ahok', 'sombong', 'ahok', 'kenang', 'jilat']"
"RT USER USER Sebenarnya USER itu hebat, dia sebelah Machiavellian",1,0,hebat belah machiavellian,"['hebat', 'belah', 'machiavellian']"
Butuh waktu lama untuk berperang dengan Tiongkok atau mengusir Tiongkok dari tanah Indonesia,0,1,butuh perang tiongkok usir tiongkok tanah indonesia,"['butuh', 'perang', 'tiongkok', 'usir', 'tiongkok', 'tanah', 'indonesia']"
"Atau jika tidak, Fahri Hamzah akan didepak dari DPR",1,0,fahri hamzah depak dewan wakil rakyat,"['fahri', 'hamzah', 'depak', 'dewan', 'wakil', 'rakyat']"
USER USER USER USER USER Saya berharap Pandji bukan politisi yang haus kekuasaan. Apakah Anda punya kata sandi? TIDAK.,1,0,harap panji politis haus kuasa sandi,"['harap', 'panji', 'politis', 'haus', 'kuasa', 'sandi']"
"USER USER USER Duhhh banci media sosial, mahasiswa sudah dua kali masuk penjara ya? Rumpi Bgtxx itu kaya junjungannya.. yang jelas gan.. jadilah bajingan gan, sedikit beradab jangan jadi residivis seperti itu. Mentang2 mempunyai guru yang merupakan mantan residivis sebanyak dua kali di b",1,0,duhhh banci media sosial mahasiswa kali masuk penjara ya rumpi banget kayak junjung juragan bajing juragan adab residivis sepe i mentang mentang guru rupa mantan residivis kali b,"['duhhh', 'banci', 'media', 'sosial', 'mahasiswa', 'kali', 'masuk', 'penjara', 'ya', 'rumpi', 'banget', 'kayak', 'junjung', 'juragan', 'bajing', 'juragan', 'adab', 'residivis', 'sepe', 'i', 'mentang', 'mentang', 'guru', 'rupa', 'mantan', 'residivis', 'kali', 'b']"
PENGGUNA RT SBY ke-2...jangan berpura-pura menjadi orang yang paling tersakiti...,1,0,susilo bambang yudhoyono 2 pura pura orang sakit,"['susilo', 'bambang', 'yudhoyono', '2', 'pura', 'pura', 'orang', 'sakit']"
PENGGUNA Nih,1,0,nih,['nih']
"OpUmat Kristen Rohingya membunuh umat Muslim di Afghanistan, umat Yahudi membunuh umat Muslim di Palestina. Di dunia Muslim, mereka disebut ""teroris""",0,1,opumat kristen rohingya bunuh umat muslim afghanistan umat yahudi bunuh umat muslim palestina dunia muslim teroris,"['opumat', 'kristen', 'rohingya', 'bunuh', 'umat', 'muslim', 'afghanistan', 'umat', 'yahudi', 'bunuh', 'umat', 'muslim', 'palestina', 'dunia', 'muslim', 'teroris']"
"\xe2\x80\x98Kemarilah, anjing\xe2\x80\x99 ni stail ah biarkan orang itu pergi, balas gung gung gung gung gunggg'",1,0,kemari anjing nih gaya ah biar orang pergi balas gung gung gung gung gunggg,"['kemari', 'anjing', 'nih', 'gaya', 'ah', 'biar', 'orang', 'pergi', 'balas', 'gung', 'gung', 'gung', 'gung', 'gunggg']"
"PENGGUNA Bersyukurlah, jangan pamer di Twitter, goblog'",1,0,syukur pamer twitter goblok,"['syukur', 'pamer', 'twitter', 'goblok']"
USER USER Itu taplak meja...dia anak taplak meja.,1,0,taplak meja anak taplak meja,"['taplak', 'meja', 'anak', 'taplak', 'meja']"
"USER USER Kamu komentator yang bodoh gan... Kebodohanmu lebih tinggi dari otakmu, hahaha...'",1,0,komentator bodoh juragan bodoh otak haha,"['komentator', 'bodoh', 'juragan', 'bodoh', 'otak', 'haha']"
USER Alay kayak anak SD haha',1,0,alay kayak anak sekolah dasar haha,"['alay', 'kayak', 'anak', 'sekolah', 'dasar', 'haha']"
"Kalau ustadz ini mengungkit politik, kelihatannya dia terlalu bodoh.'",1,0,ustaz ungkit politik lihat bodoh,"['ustaz', 'ungkit', 'politik', 'lihat', 'bodoh']"
LELUCON JOKOWI ADALAH CACING PANAS..WKWKWK...,0,1,lelucon jokowi cacing panas wkwk,"['lelucon', 'jokowi', 'cacing', 'panas', 'wkwk']"
USER USER Selaw maz...kualitas gubernur & wakil gubernur ibu kota Saracaen sepertinya begitu. Sampah,1,0,santai mas kualitas gubernur wakil gubernur kota saracen sepe inya sampah,"['santai', 'mas', 'kualitas', 'gubernur', 'wakil', 'gubernur', 'kota', 'saracen', 'sepe', 'inya', 'sampah']"
Terkesan. Masih ada pendukung Pak Jokowi yang berpolemik soal film G30S/PKI. Aneh..?. Yang lain sudah berlari dan malah berjalan mundur.,1,0,kes dukung jokowi polemik film gera 30 september partai komunis indonesia aneh lari jalan mundur,"['kes', 'dukung', 'jokowi', 'polemik', 'film', 'gera', '30', 'september', 'partai', 'komunis', 'indonesia', 'aneh', 'lari', 'jalan', 'mundur']"
USER USER USER ...kalau Mardani jadi presiden mungkin dia akan menjadi presiden maho pertama di Indonesia gan \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0,mardani presiden presiden manusia homo pe indonesia juragan,"['mardani', 'presiden', 'presiden', 'manusia', 'homo', 'pe', 'indonesia', 'juragan']"
URL Buddha Teroris,0,1,uniform resource locator buddha teroris,"['uniform', 'resource', 'locator', 'buddha', 'teroris']"
"Percayalah jika kamu bajingan seperti Ivan...hadeuhh dia hanya bangga menjadi seorang aktor...ya, dia bilang dia tidak menjalani hidupnya, dia sangat jujur, dia suka berbohong setiap kali dia pergi ke Bali.'",1,0,percaya bajing sepe i ivan aduh bangga orang aktor ya bilang jalan hidup jujur suka bohong kali pergi bal,"['percaya', 'bajing', 'sepe', 'i', 'ivan', 'aduh', 'bangga', 'orang', 'aktor', 'ya', 'bilang', 'jalan', 'hidup', 'jujur', 'suka', 'bohong', 'kali', 'pergi', 'bal']"
PENGGUNA RT: WASPADALAH!!! Letjen TNI (Purn) Suryo Prabowo: Situasi saat ini mirip dengan situasi sebelum peristiwa URL G30S/PKI,0,1,waspada letnan jenderal tentara nasional indonesia purna suryo prabowo situasi situasi peristiwa uniform resource locator gera 30 september partai komunis indonesia,"['waspada', 'letnan', 'jenderal', 'tentara', 'nasional', 'indonesia', 'purna', 'suryo', 'prabowo', 'situasi', 'situasi', 'peristiwa', 'uniform', 'resource', 'locator', 'gera', '30', 'september', 'partai', 'komunis', 'indonesia']"
PENGGUNA KWWKWKWKWKWKWKWKKW bodoh.',1,0,wkwk bodoh,"['wkwk', 'bodoh']"
MUUUAAAK LIHAT MUKE KEPRET RR GOBLIK TK,1,0,muuuaaak lihat muka kepret rr go publik tk,"['muuuaaak', 'lihat', 'muka', 'kepret', 'rr', 'go', 'publik', 'tk']"
"USER USER Si Lio bodoh, mengevakuasi korban, tidak kompeten, menyalahkan orang lain, logikanya bodoh banget..kenapa dia bodoh sekali, kenapa sombong sekali?",1,0,sih lio bodoh evakuasi korban kompeten salah orang logika bodoh banget bodoh sombong,"['sih', 'lio', 'bodoh', 'evakuasi', 'korban', 'kompeten', 'salah', 'orang', 'logika', 'bodoh', 'banget', 'bodoh', 'sombong']"
"China itu rasis, jadi jangan biarkan China mendominasi & menguasai Indonesia. Lihat saja China, Singapura yang mengusir orang Melayu dari desanya. PENGGUNA",0,1,cina racist biar cina dominasi kuasa indonesia lihat cina singapura usir orang melayu desa,"['cina', 'racist', 'biar', 'cina', 'dominasi', 'kuasa', 'indonesia', 'lihat', 'cina', 'singapura', 'usir', 'orang', 'melayu', 'desa']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA matalu picek',1,0,mata picek,"['mata', 'picek']"
"USER USER Wah GOBLOG, kalau produk muslim seperti milik Anda tidak bisa digunakan oleh umat Islam, buat apa dipromosikan di negara-negara Muslim. Bodoh, semuanya. Kebanyakan dari Anda mengoleksi Sperma Cebong. Wajahmu terlihat dicopet dan kamu sering dimarahi. Amplas terlebih dahulu bagian wajah dengan parutan agar terlihat bagus",1,0,goblok produk muslim sepe i milik umat islam promosi negara negara muslim bodoh koleksi sperma cebong wajah lihat copet marah amplas wajah parut lihat bagus,"['goblok', 'produk', 'muslim', 'sepe', 'i', 'milik', 'umat', 'islam', 'promosi', 'negara', 'negara', 'muslim', 'bodoh', 'koleksi', 'sperma', 'cebong', 'wajah', 'lihat', 'copet', 'marah', 'amplas', 'wajah', 'parut', 'lihat', 'bagus']"
"Kerumunan USER berkerumun di tengah malam? sengaja memprovokasi kekacauan? Usai ditangkap, ia menuduh pemerintah pro komunis? Oh sial!!",0,1,kerumun kerumun malam sengaja provokasi kacau tangkap tuduh perintah pro komunis oh sial,"['kerumun', 'kerumun', 'malam', 'sengaja', 'provokasi', 'kacau', 'tangkap', 'tuduh', 'perintah', 'pro', 'komunis', 'oh', 'sial']"
"USER Wah, apakah itu berarti mendukung orang-orang yang membuang sampah sembarangan daripada orang-orang yang menjaga laut bangsa Indonesia? Apakah Anda membeli ijazah Anda?'",1,0,bera i dukung orang orang buang sampah sembarang orang orang jaga laut bangsa indonesia beli ijazah,"['bera', 'i', 'dukung', 'orang', 'orang', 'buang', 'sampah', 'sembarang', 'orang', 'orang', 'jaga', 'laut', 'bangsa', 'indonesia', 'beli', 'ijazah']"
"USER USER nenek bermulut berbulu ini terus mengoceh sementara rambutnya mati, nenek USER'",1,0,nenek mulut bulu oceh rambut mati nenek,"['nenek', 'mulut', 'bulu', 'oceh', 'rambut', 'mati', 'nenek']"
"USER Ketika masih mahasiswa, Anda berteriak anti-Suharto dengan ORBA-nya. Sekarang Anda adalah pendukung dan penjilat antek-antek Soeharto yang tersisa!!!!'",1,0,mahasiswa be eriak anti suha o orde nya dukung jilat antek antek soeha o sisa,"['mahasiswa', 'be', 'eriak', 'anti', 'suha', 'o', 'orde', 'nya', 'dukung', 'jilat', 'antek', 'antek', 'soeha', 'o', 'sisa']"
Tahun depan diperkirakan jumlah warga China yang masuk diperkirakan akan turun. #2019GantiPresiden,0,1,warga cina masuk turun 2019 ganti presiden,"['warga', 'cina', 'masuk', 'turun', '2019', 'ganti', 'presiden']"
PENGGUNA negeri Sontoloyo ini...\nStatus hukumnya tidak jelas',0,1,negeri sontoloyo status hukum,"['negeri', 'sontoloyo', 'status', 'hukum']"
"28. Tak satu pun dari anak-anak McDonald's yang nyata, sialan\n\nBocah\nIdiot\nDesa\nMemalukan\nCepat\n\nTapi aku suka mereka karena membuatku tertawa, haha.'",0,1,28 anak anak mcdonald si nyata sial bocah idiot desa malu cepat suka te awa haha,"['28', 'anak', 'anak', 'mcdonald', 'si', 'nyata', 'sial', 'bocah', 'idiot', 'desa', 'malu', 'cepat', 'suka', 'te', 'awa', 'haha']"
"""Dit, apa kamu mau cerita rahasia ke aku?""\n""Kak, aku main sama Kak Chaca saja! Adit mau sendiri""\n""Hei Dit, seriusan kalau kamu dengerin omonganku , aku akan membiarkanmu bermain kerajinan tangan""\n ""BIBI JANI BANG BIMA BISING BEGITU!""\n\nDasar anak URL bajingan",1,0,dit cerita rahasia kak main kak chaca adit hai dit serius dengar omong biar main rajin tangan bibi jani bang bima bising dasar anak uniform resource locator bajing,"['dit', 'cerita', 'rahasia', 'kak', 'main', 'kak', 'chaca', 'adit', 'hai', 'dit', 'serius', 'dengar', 'omong', 'biar', 'main', 'rajin', 'tangan', 'bibi', 'jani', 'bang', 'bima', 'bising', 'dasar', 'anak', 'uniform', 'resource', 'locator', 'bajing']"
USER USER Kenapa kamu... Cebong ya??',1,0,cebong ya,"['cebong', 'ya']"
"Saat ada hashtag #2019GantiPresiden, semua orang menentang keras, namun ketika presiden dikatakan antek, semua orang terdiam....apa yang terjadi? Yang teriak #2019GantiPresiden itu yang membela presiden...apakah yang diteriakkan itu membenarkan apa yang diucapkan anak itu?",1,0,tagar 2019 ganti presiden orang keras presiden antek orang diam teriak 2019 ganti presiden bela presiden teriak anak,"['tagar', '2019', 'ganti', 'presiden', 'orang', 'keras', 'presiden', 'antek', 'orang', 'diam', 'teriak', '2019', 'ganti', 'presiden', 'bela', 'presiden', 'teriak', 'anak']"
USER USER Ada seekor kecebong bodoh yang sedang marah dan geram. Ajaran Nabi yang biasa. Rendah hati dalam beragama bersama pengikut Paulus dan rajin membaca Kitab Kuning.',0,1,ekor kecebong bodoh marah geram ajar nabi rendah hati agama paulus rajin baca kitab kuning,"['ekor', 'kecebong', 'bodoh', 'marah', 'geram', 'ajar', 'nabi', 'rendah', 'hati', 'agama', 'paulus', 'rajin', 'baca', 'kitab', 'kuning']"
Komite Pemberantasan Korupsi?? Bubar!!!,0,1,komite berantas korupsi bubar,"['komite', 'berantas', 'korupsi', 'bubar']"
"Saya masih percaya dengan China, saya heran... semua pejabat di Indonesia sama, Cina bajingan dan Kristen. tegakkan syariat Islam, usir orang Tionghoa.",0,1,percaya cina heran jabat indonesia cina bajing kristen tegak syariat islam usir orang tionghoa,"['percaya', 'cina', 'heran', 'jabat', 'indonesia', 'cina', 'bajing', 'kristen', 'tegak', 'syariat', 'islam', 'usir', 'orang', 'tionghoa']"
"HUBUNGKAN JUGA JOKOWI DENGAN AHOK, KATA JOHAN BUDI. KAMI BERKATA. KARENA JOKOWI ADALAH ANJING. SEMENTARA AHOK BABI. YA PASTI BERBEDA. MESKIPUN OTAK MEREKA SAMA",1,0,hubung jokowi ahok johan budi jokowi anjing ahok babi ya beda otak,"['hubung', 'jokowi', 'ahok', 'johan', 'budi', 'jokowi', 'anjing', 'ahok', 'babi', 'ya', 'beda', 'otak']"
"USER USER Lebih baik dari pada menjadi orang munafik, yang sok bodoh tapi mau'",1,0,orang munafik sok bodoh,"['orang', 'munafik', 'sok', 'bodoh']"
"Sungguh gambar yang luar biasa, Pak URL PENGGUNA",1,0,sungguh gambar uniform resource locator,"['sungguh', 'gambar', 'uniform', 'resource', 'locator']"
