Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
PENGGUNA RT Nanti masyarakat akan berdemo bubarkan jagoan korupsi DPR,1,0,0,1,0,0,0,0,1,0,0,1,masyarakat demonstrasi bubar dewan wakil rakyat jago korupsi,"['masyarakat', 'demonstrasi', 'bubar', 'dewan', 'wakil', 'rakyat', 'jago', 'korupsi']"
"Dengan kekuatan Islam, kita akan menggulingkan rezim yang mendukung anti-Islam.",1,0,0,1,1,0,0,0,0,0,0,1,kuat islam guling rezim dukung anti islam,"['kuat', 'islam', 'guling', 'rezim', 'dukung', 'anti', 'islam']"
Wah keren banget reviewnya.. Mantap.. Lanjutkan perjuangan membela rakyat lemah dan kecil.. Singkirkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,keren banget reviewnya mantap juang bela rakyat lemah singkir jokowi,"['keren', 'banget', 'reviewnya', 'mantap', 'juang', 'bela', 'rakyat', 'lemah', 'singkir', 'jokowi']"
"#2019GantiPresiden Pilkada DKI 2017, AHOK pasti kita singkirkan, Insya Allah #2019GantiPresiden",1,0,1,0,0,0,0,0,1,0,0,1,2019 ganti presiden pilih kepala daerah daerah khusus ibukota 2017 singkir ahok insya allah 2019 ganti presiden,"['2019', 'ganti', 'presiden', 'pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', '2017', 'singkir', 'ahok', 'insya', 'allah', '2019', 'ganti', 'presiden']"
Singkirkan Jokowi karena bermain-main dengan hukum,1,0,1,0,0,0,0,0,1,0,0,1,singkir jokowi main hukum,"['singkir', 'jokowi', 'main', 'hukum']"
"Saudara laki-laki,; ; JIKA MASIH ADA CINTA TERHADAP AGAMA DAN NEGARA INI,; Umat ​​Islam BANGKIT DAN BERGERAK!!!; ; #2019GantiPresiden; Satukan Gerak; #2019Presiden Baru",1,0,0,1,1,0,0,0,0,0,0,1,saudara laki laki cinta hadap agama negara umat islam bangkit gerak 2019 ganti presiden gerak 2019presiden,"['saudara', 'laki', 'laki', 'cinta', 'hadap', 'agama', 'negara', 'umat', 'islam', 'bangkit', 'gerak', '2019', 'ganti', 'presiden', 'gerak', '2019presiden']"
musnahkan PKI beserta URL iklan TNI,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia uniform resource locator iklan tentara nasional indonesia,"['hancur', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'iklan', 'tentara', 'nasional', 'indonesia']"
Usir orang Tionghoa dari Balaan Mangondow...gan**ng,1,0,0,1,0,1,0,0,0,0,0,1,usir orang tionghoa bala mongondow juragan ng,"['usir', 'orang', 'tionghoa', 'bala', 'mongondow', 'juragan', 'ng']"
RT USER: USER Memang dialah yang membubarkan PKI Orde Baru... Jadi perintahnya paling tepat. Melanjutkan! Memberantas PKI.,1,0,0,1,0,1,0,0,0,0,0,1,bubar partai komunis indonesia orde perintah berantas partai komunis indonesia,"['bubar', 'partai', 'komunis', 'indonesia', 'orde', 'perintah', 'berantas', 'partai', 'komunis', 'indonesia']"
"Apakah pengguna RT yang ingin disebut terhormat/mulia... perbuatannya menimbulkan kekacauan di negeri ini, sehingga banyak orang di DPR yang memilih dan membubarkan DPR?",1,0,0,1,0,0,0,0,1,0,0,1,hormat mulia kiprah bikin kacau negara biar suara dewan wakil rakyat bubar dewan wakil rakyat,"['hormat', 'mulia', 'kiprah', 'bikin', 'kacau', 'negara', 'biar', 'suara', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat']"
"Semakin banyak KPK menangkap ""OTT"" menunjukkan KPK gagal. BERHENTI dan serahkan polisi dan jaksa kepada USER",1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi tangkap ott komisi berantas korupsi gagal larurkan serah polisi jaksa,"['komisi', 'berantas', 'korupsi', 'tangkap', 'ott', 'komisi', 'berantas', 'korupsi', 'gagal', 'larurkan', 'serah', 'polisi', 'jaksa']"
Hilangkan pengkhianat yang menikam dari belakang dan kaki tangannya di Mahkamah Agung,1,0,0,1,0,0,0,0,1,0,0,1,singkir penghianat tikam kaki tangan mahkamah agung,"['singkir', 'penghianat', 'tikam', 'kaki', 'tangan', 'mahkamah', 'agung']"
Penangkapan Pengunggah ChatMesum dalam Kasus Pemalsuan Harta Kekayaan Oleh Kelompok Kiri yang Diperintahkan Oleh Kaum Kiri Demi Kepentingan Kekuasaan Kiri. Gulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,tangkap pengunggahchatmesum palsu kaya kelompok sayap kiri perintah sayap kiri tuju kuasa sayap kiri guling jokowi,"['tangkap', 'pengunggahchatmesum', 'palsu', 'kaya', 'kelompok', 'sayap', 'kiri', 'perintah', 'sayap', 'kiri', 'tuju', 'kuasa', 'sayap', 'kiri', 'guling', 'jokowi']"
Pengguna,1,1,1,0,0,0,0,0,1,0,0,1,,['nan']
"Oke, apa lagi yang harus kamu tunggu? Itu diluar batas!! menggulingkan jokowi final jokowi",1,0,1,0,0,0,0,0,1,0,0,1,oke tunggu batas guling jokowi jokowiakhir,"['oke', 'tunggu', 'batas', 'guling', 'jokowi', 'jokowiakhir']"
PENGGUNA RT: PENJARA AGAMA!!! ATAU PENGGUNA TURUN!!! https:\/\/t.co\/vqH0TNXaRz,1,1,0,1,0,0,0,0,1,0,0,1,penjara blaster agama turun hypertext transfer protocol over secure socket layer t co vqh0tnxarz,"['penjara', 'blaster', 'agama', 'turun', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'vqh0tnxarz']"
"Singkirkan Jokowi, Megawati singkirkan Ahok dulu, singkirkan Ahok dulu, padamkan lilin di seluruh nusantara",1,0,1,0,0,0,0,0,1,0,0,1,singkir jokowi megawati singkir ahok singkir ahok mati lilin nusantara,"['singkir', 'jokowi', 'megawati', 'singkir', 'ahok', 'singkir', 'ahok', 'mati', 'lilin', 'nusantara']"
Ingin membantu? Singkirkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,bantu singkir jokowi,"['bantu', 'singkir', 'jokowi']"
"Semua demonstrasi di Indonesia hanya punya satu tuntutan: ""gulingkan Jokowi""...",1,0,1,0,0,0,0,0,1,0,0,1,demonstrasi indonesia tuntut guling jokowi,"['demonstrasi', 'indonesia', 'tuntut', 'guling', 'jokowi']"
"USER Pak USER tidak dapat memungkiri bahwa keimanan kepada Allah SWT = keimanan terhadap WESTATISME, anda harus menjadi pionir dalam menghilangkan Islam.",1,1,0,1,1,0,0,0,0,0,0,1,mungkir iman allah subhanahu wa taala iman barat wajib pelopor eliminasi islam,"['mungkir', 'iman', 'allah', 'subhanahu', 'wa', 'taala', 'iman', 'barat', 'wajib', 'pelopor', 'eliminasi', 'islam']"
"USER USER USER mengusir Rohingya dari Indonesia, karena Rohingya telah menghina gadis-gadis Budha di Myanmar.",1,0,0,1,0,1,0,0,0,0,0,1,usir rohingya indonesia rohingya hina gadis gadis buddha myanmar,"['usir', 'rohingya', 'indonesia', 'rohingya', 'hina', 'gadis', 'gadis', 'buddha', 'myanmar']"
"Lebih baik jangan menunggu tahun 2019 turun secepatnya!! Benar apa yang dikatakan Pak USER, negara ini bisa hancur jika USER menjadi presiden",1,0,1,0,0,0,0,0,1,0,0,1,tunggu 2019 turun cepat negara hancur presiden,"['tunggu', '2019', 'turun', 'cepat', 'negara', 'hancur', 'presiden']"
"Penjarakan semua orang kafir dan ateis Tiongkok! Termasuk Ahok, pemimpin babi yang korup!",1,1,0,1,0,1,0,0,0,0,0,1,penjara orang kafir ateis tionghoa masuk ahok pimpin babi korup,"['penjara', 'orang', 'kafir', 'ateis', 'tionghoa', 'masuk', 'ahok', 'pimpin', 'babi', 'korup']"
TNI HARUS PINDAHKAN PKI YANG TELAH BANGKIT DAN MEREKA......!!!! JOKOWI BENAR-BENAR GAGAL MEMIMPIN INDONESIA. URL,1,0,1,0,0,0,0,0,1,0,0,1,tentara nasional indonesia pindah partai komunis indonesia bangkit rajalela gagal total jokowi pimpin indonesia uniform resource locator,"['tentara', 'nasional', 'indonesia', 'pindah', 'partai', 'komunis', 'indonesia', 'bangkit', 'rajalela', 'gagal', 'total', 'jokowi', 'pimpin', 'indonesia', 'uniform', 'resource', 'locator']"
Hanya ada 2 solusi!! 1. Gulingkan Jokowi Sekarang 2. Khilafah,1,0,1,0,0,0,0,0,1,0,0,1,2 solusi 1 guling jokowi 2 khilafah,"['2', 'solusi', '1', 'guling', 'jokowi', '2', 'khilafah']"
"Segera koordinasikan kekuatan massa muslim...segera kepung Kedutaan Besar Myanmar...usir Duta Besar dan Umat Buddha ""Liar"" dari Indonesia!!!",1,1,0,1,1,1,0,0,0,0,0,1,koordinasi kuat massa muslim kepung duta myanmar usir duta umat buddha liar indonesia,"['koordinasi', 'kuat', 'massa', 'muslim', 'kepung', 'duta', 'myanmar', 'usir', 'duta', 'umat', 'buddha', 'liar', 'indonesia']"
"RT USER USER Saya setuju/senang/senang dengan MPR/DPR. Dibubarkan. Sudah masuk dalam daftar gaji negara, mereka dikorupsi sehingga menimbulkan kerugian",1,0,0,1,0,0,0,0,1,0,0,1,tuju bahagia nikmat majelis musyawarat rakyat dewan wakil rakyat bubar gaji negara korupsi timbul rugi,"['tuju', 'bahagia', 'nikmat', 'majelis', 'musyawarat', 'rakyat', 'dewan', 'wakil', 'rakyat', 'bubar', 'gaji', 'negara', 'korupsi', 'timbul', 'rugi']"
"Ajak seluruh negara OKI untuk membuang Islam Pak Lukman, itu satu-satunya jalan menuju perdamaian di Timur Tengah",1,1,0,1,1,0,0,0,0,0,0,1,ajak negara oki buang islam lukman jalan damai timur,"['ajak', 'negara', 'oki', 'buang', 'islam', 'lukman', 'jalan', 'damai', 'timur']"
"Kenapa dihapus gan? DPR mempunyai kekuasaan dari rakyat. Kalau tidak berani ambil, USER akan kami gulingkan.",1,0,1,0,0,0,0,0,1,0,0,1,turun paman dewan wakil rakyat kuasa rakyat berani guling,"['turun', 'paman', 'dewan', 'wakil', 'rakyat', 'kuasa', 'rakyat', 'berani', 'guling']"
Buang saja Duta Besar Myanmar... Kumpulkan seluruh umat Buddha di Indonesia di lapangan terbuka... sampaikan pidato... sampaikan... URL,1,0,0,1,1,1,0,0,0,0,0,1,buang duta myanmar kumpul umat buddha indonesia lapang buka pidato ikan uniform resource locator,"['buang', 'duta', 'myanmar', 'kumpul', 'umat', 'buddha', 'indonesia', 'lapang', 'buka', 'pidato', 'ikan', 'uniform', 'resource', 'locator']"
"PENGGUNA Potong saja tangan bajingan itu, pemimpin munafik, daerah munafik, keyakinan syariah hanya untuk mencambuk orang-orang yang sedang jatuh cinta...'",1,1,1,0,1,0,0,0,0,0,0,1,potong tangan bajing pimpin munafik daerah munafik syariat cambuk orang jatuh cinta,"['potong', 'tangan', 'bajing', 'pimpin', 'munafik', 'daerah', 'munafik', 'syariat', 'cambuk', 'orang', 'jatuh', 'cinta']"
"Kita harus mengusir keturunan Tionghoa dan membela penduduk asli. “Bukankah orang-orang Arab diusir?” ""Tidak, dia hanya keturunan"" Iya sama saja -_-",1,0,0,1,0,1,0,0,0,0,0,1,usir turun tionghoa bela duduk asli orang orang arab usir turun iya,"['usir', 'turun', 'tionghoa', 'bela', 'duduk', 'asli', 'orang', 'orang', 'arab', 'usir', 'turun', 'iya']"
Kapan PDIP NASDEM tegas bicara HANCURKAN PKI!!! Kok USER USER USER USER USER USER,1,0,0,1,0,1,0,0,0,0,0,1,partai demokrasi indonesia juang nasional demokrat bicara hancur partai komunis indonesia,"['partai', 'demokrasi', 'indonesia', 'juang', 'nasional', 'demokrat', 'bicara', 'hancur', 'partai', 'komunis', 'indonesia']"
RT USER USER Sebaiknya USER dibubarkan dan dibentuk lembaga antikorupsi baru dengan paradigma baru yang benar-benar independen.,1,0,0,1,0,0,0,0,1,0,0,1,bubar bentuk lembaga anti korupsi paradigma mandiri,"['bubar', 'bentuk', 'lembaga', 'anti', 'korupsi', 'paradigma', 'mandiri']"
"Bagi Jokowi jangan tunggu 2019, sekarang baru 2017, gulingkan saja secara konstitusional...hehe",1,0,1,0,0,0,0,0,1,0,0,1,jokowi tunggu 2019 2017 guling konstitusional hehe,"['jokowi', 'tunggu', '2019', '2017', 'guling', 'konstitusional', 'hehe']"
Hancurkan PKI!! Waspadai bahaya tersembunyi!!,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia waspada bahaya laten,"['hancur', 'partai', 'komunis', 'indonesia', 'waspada', 'bahaya', 'laten']"
"Buang saja! ""PENGGUNA: Membakar lilin bukanlah tindakan keberagaman, tapi tindakan terorisme Tiongkok. Buktinya? Mata sipit setiap orang yang memegang lilin""",1,0,0,1,0,1,0,0,0,0,0,1,buang bakar lilin tindak agam tindak teroris tiongkok bukti mata sipit orang pegang lilin,"['buang', 'bakar', 'lilin', 'tindak', 'agam', 'tindak', 'teroris', 'tiongkok', 'bukti', 'mata', 'sipit', 'orang', 'pegang', 'lilin']"
RT USER Bubarkan DPR asli negara dan lanjutkan,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat asli negara jalan,"['bubar', 'dewan', 'wakil', 'rakyat', 'asli', 'negara', 'jalan']"
Mari kita gulingkan Joko,1,0,1,0,0,0,0,0,1,0,0,1,ayo guling joko,"['ayo', 'guling', 'joko']"
"DPR sepertinya butuh dukungan... Hak berpendapat... Tumbangkan Jokowi, kedaulatan ada di tangan rakyat... terserah rakyat...",1,0,1,0,0,0,0,0,1,0,0,1,dewan wakil rakyat butuh dukung sepe inya hak tumbang jokowi daulat tangan rakyat serah rakyat,"['dewan', 'wakil', 'rakyat', 'butuh', 'dukung', 'sepe', 'inya', 'hak', 'tumbang', 'jokowi', 'daulat', 'tangan', 'rakyat', 'serah', 'rakyat']"
"Benar sekali, teman-teman! Hapuslah Jokowi yang sejak awal hanya memikirkan infrastruktur, tidak mengharapkan masyarakat nyaman dengan perekonomian yang stabil.",1,0,1,0,0,0,0,0,1,0,0,1,kawan hapus jokowi kerja pikir infrastruktur sangka masyarakat nyaman ekonomi stabil,"['kawan', 'hapus', 'jokowi', 'kerja', 'pikir', 'infrastruktur', 'sangka', 'masyarakat', 'nyaman', 'ekonomi', 'stabil']"
hancurkan pki kenapa lambang pki di film harus dihilangkan...??? APAKAH ANDA TERINTIMIDASI MENTERI PERHUBUNGAN DAN PKI YANG Ibarat HANTU..??,1,0,0,1,0,1,0,0,0,0,0,1,musnah partai komunis indonesia hilang lambang partai komunis indonesia film intimidasi menteri komunis partai komunis indonesia hantu,"['musnah', 'partai', 'komunis', 'indonesia', 'hilang', 'lambang', 'partai', 'komunis', 'indonesia', 'film', 'intimidasi', 'menteri', 'komunis', 'partai', 'komunis', 'indonesia', 'hantu']"
"USER Jangan percaya mulut besar orang ini...kalau perlu, kalau ada yang belum tahu keberadaan orang ini, beri saya informasi agar saya bisa menyumbat mulutnya dengan petasan agar anjing pembohong ini mati.'",1,1,1,0,0,0,0,0,1,0,0,1,percaya mulut orang orang informasi sumbat mulut petas anjing bohong mati,"['percaya', 'mulut', 'orang', 'orang', 'informasi', 'sumbat', 'mulut', 'petas', 'anjing', 'bohong', 'mati']"
Menlu RI Berjanji Hancurkan Kekuatan Anti-Tiongkok. Jokowi yang Anti Pribumi Jatuhkan Salinan Jokowi dari Turki,1,0,1,0,0,0,0,0,1,0,0,1,menteri negeri ri janji hancur pasu anti cina jokowi anti pribumi turun tiru jokowi turki,"['menteri', 'negeri', 'ri', 'janji', 'hancur', 'pasu', 'anti', 'cina', 'jokowi', 'anti', 'pribumi', 'turun', 'tiru', 'jokowi', 'turki']"
Julukan KPK lengkap. Mulai dari antek-antek Yahudi hingga Komunis. Hahaha.. Bubarkan Semen Padang FC!!,1,0,0,1,0,0,0,0,1,0,0,1,juluk komisi berantas korupsi lengkap antek yahudi komunis haha bubar semen padang fc,"['juluk', 'komisi', 'berantas', 'korupsi', 'lengkap', 'antek', 'yahudi', 'komunis', 'haha', 'bubar', 'semen', 'padang', 'fc']"
"Bubarkan pesta gaduh, pesta burung pipit, dan pesta keagamaan yang menjual ternak.",1,0,0,1,0,0,0,0,1,0,0,1,bubar ai gaduh ai burung gereja ai jual sapi religius,"['bubar', 'ai', 'gaduh', 'ai', 'burung', 'gereja', 'ai', 'jual', 'sapi', 'religius']"
RT USER Bubarkan DPR! Tidak berguna,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
USER Bubarkan KPK! Busuk,1,1,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi busuk,"['bubar', 'komisi', 'berantas', 'korupsi', 'busuk']"
"RT USER Masyarakat adat harus menolak etnis Tionghoa menjadi pemimpin di Indonesia, jangan mengeluh tentang Pancasila atau Bhineka.",1,0,0,1,0,1,0,0,0,0,0,1,pribumi tolak etnis tionghoa pimpin indonesia adu domba pancasila bineka,"['pribumi', 'tolak', 'etnis', 'tionghoa', 'pimpin', 'indonesia', 'adu', 'domba', 'pancasila', 'bineka']"
BERDAYAKAN JOKOWI DI BAWAH ATURAN KOMUNIS CINA,1,0,1,0,0,1,0,0,0,0,0,1,ggulingkan jokowi atur komunis cina,"['ggulingkan', 'jokowi', 'atur', 'komunis', 'cina']"
USER USER USER USER USER USER USER USER USER Saya bangsa Indonesia dengan sukarela memberantas cebong komunis.',1,1,0,1,0,1,0,0,0,0,0,1,bangsa indonesia sukarela berantas cebong komunis,"['bangsa', 'indonesia', 'sukarela', 'berantas', 'cebong', 'komunis']"
Usir duta besar Myanmar yang melindungi teroris Buddha SaveRohingya,1,0,0,1,1,1,0,0,0,0,0,1,usir duta myanmar lindung teroris buddha save rohingya,"['usir', 'duta', 'myanmar', 'lindung', 'teroris', 'buddha', 'save', 'rohingya']"
USER USER Ganti presiden seluruh TKA China yang pulang ke daratan China menggunakan getek',1,0,0,1,0,1,0,0,0,0,0,1,ganti presiden tenaga kerja asing cina datar cina getek,"['ganti', 'presiden', 'tenaga', 'kerja', 'asing', 'cina', 'datar', 'cina', 'getek']"
Rezim Diktator.. Ekonomi hanya untuk Tiongkok.. Sumpah setia pada Konstitusi PENGkhianat PENGGUNA Gulingkan Jokowi,1,0,1,0,0,1,0,0,0,0,0,1,rezim diktator ekonomi cina sumpah setia konstitusi penghianat guling jokowi,"['rezim', 'diktator', 'ekonomi', 'cina', 'sumpah', 'setia', 'konstitusi', 'penghianat', 'guling', 'jokowi']"
RT. Mari kita gulingkan Jokowi setelah Ramadhan ini.,1,0,1,0,0,0,0,0,1,0,0,1,mari guling jokowi ramadan,"['mari', 'guling', 'jokowi', 'ramadan']"
"Kalahkan PKI komunis untuk selamatkan NKRI, jangan bermalas-malasan, jangan sampai pembantaian ulama dan kiai NU terulang lagi",1,0,0,1,0,1,0,0,0,0,0,1,kalah partai komunis indonesia komunis selamat negara republik indonesia kendur bantai ulama kiai nu ulang,"['kalah', 'partai', 'komunis', 'indonesia', 'komunis', 'selamat', 'negara', 'republik', 'indonesia', 'kendur', 'bantai', 'ulama', 'kiai', 'nu', 'ulang']"
Pengusaha Tionghoa ;: jika reklamasi pulau G dibatalkan. Kami akan menggulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,usaha tionghoa reklamasi pulau batal guling jokowi,"['usaha', 'tionghoa', 'reklamasi', 'pulau', 'batal', 'guling', 'jokowi']"
"Usir dan usir Tiongkok dan Amerika, komunisme, sekularisme-liberalisme dan demokrasi, gantikan dengan hukum Allah dan Rasul-Nya! [Gus Syams]",1,0,0,1,0,1,0,0,0,0,0,1,usir usir tiongkok amerika komunisme sekularisme liberalisme demokrasi ganti hukum allah rasul nya gus syams,"['usir', 'usir', 'tiongkok', 'amerika', 'komunisme', 'sekularisme', 'liberalisme', 'demokrasi', 'ganti', 'hukum', 'allah', 'rasul', 'nya', 'gus', 'syams']"
Usir PKI Tionghoa dari NKRI,1,0,0,1,0,1,0,0,0,0,0,1,usir partai komunis indonesia tionghoa negara republik indonesia,"['usir', 'partai', 'komunis', 'indonesia', 'tionghoa', 'negara', 'republik', 'indonesia']"
"Pengkhianatan UUD 1945, Harusnya Penyidikan Di Sini... Lebih Menarik... Singkirkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,khianat undang undang dasar 45 lidi tarik singkir jokowi,"['khianat', 'undang', 'undang', 'dasar', '45', 'lidi', 'tarik', 'singkir', 'jokowi']"
"Jika Anda seorang Muslim, Kristen, Budha, Hindu, Tionghoa, dll yang tidak toleran, KAMI AKAN MEMASTIKAN... URL",1,0,0,1,1,1,0,0,0,0,0,1,umat islam intoleran kristen buddha hindu tionghoa habis uniform resource locator,"['umat', 'islam', 'intoleran', 'kristen', 'buddha', 'hindu', 'tionghoa', 'habis', 'uniform', 'resource', 'locator']"
KPK kembali kalah. Ini harus dibubarkan!!!,1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi kalah bubar,"['komisi', 'berantas', 'korupsi', 'kalah', 'bubar']"
Jokowi kalah dalam demonstrasi tersebut. Jokowi kalah dari Rizieq. Jokowi kalah dari FPI. Buang saja!!.. Lebih baik hancurkan negara ini.. Bajingan!!.,1,1,1,0,0,0,0,0,1,0,0,1,jokowi kalah demonstrasi jokowi kalah rizieq jokowi kalah front bela islam buang negara hancur bajing,"['jokowi', 'kalah', 'demonstrasi', 'jokowi', 'kalah', 'rizieq', 'jokowi', 'kalah', 'front', 'bela', 'islam', 'buang', 'negara', 'hancur', 'bajing']"
SARAN PENGGUNA Lebih baik tanpa USER. Jadi SEGERA. HAPUS PENGGUNA ...Blegitu.. URL,1,0,1,0,0,0,0,0,1,0,0,1,saran hapus uniform resource locator,"['saran', 'hapus', 'uniform', 'resource', 'locator']"
"Ayo NU lanjut. Kalau perlu singkirkan Jokowi, saya bantu doakan",1,0,1,0,0,0,0,0,1,0,0,1,ayo nu copot jokowi bantu doa,"['ayo', 'nu', 'copot', 'jokowi', 'bantu', 'doa']"
1. terjadi kekacauan hukum sosial dan politik 2. itu tanggung jawab presiden 3. Jokowi mengizinkan 4. Singkirkan Jokowi Ayo kita penjarakan Ahok,1,0,1,0,0,0,0,0,1,0,0,1,1 kacau hukum sosial politik 2 tanggung presiden 3 jokowi izin 4 singkir jokowi ayo penjara ahok,"['1', 'kacau', 'hukum', 'sosial', 'politik', '2', 'tanggung', 'presiden', '3', 'jokowi', 'izin', '4', 'singkir', 'jokowi', 'ayo', 'penjara', 'ahok']"
"semua sektor kacau balau, itu fakta...sampai pembunuhnya dibela...rakyat negeri ini mulai gila. Hapus saja JokowiSI_MPR2017",1,0,1,0,0,0,0,0,1,0,0,1,sektor kacau fakta bunuh bela masyarakat negeri gila hapus jokowisi mpr2017,"['sektor', 'kacau', 'fakta', 'bunuh', 'bela', 'masyarakat', 'negeri', 'gila', 'hapus', 'jokowisi', 'mpr2017']"
OmMakarOm Makar jelas Megawati...biarkan BLBI China yang korup ada di PDIP! Singkirkan Jokowi,1,0,0,1,0,1,0,0,0,0,0,1,om makar om makar megawati biar cina bantu likuiditas bank indonesia koruptor partai demokrasi indonesia juang singkir jokowi,"['om', 'makar', 'om', 'makar', 'megawati', 'biar', 'cina', 'bantu', 'likuiditas', 'bank', 'indonesia', 'koruptor', 'partai', 'demokrasi', 'indonesia', 'juang', 'singkir', 'jokowi']"
Hancurkan PKI...jatuhkan PKI...jatuhkan PKI!!!! URL,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia jatuh partai komunis indonesia jatuh partai komunis indonesia uniform resource locator,"['hancur', 'partai', 'komunis', 'indonesia', 'jatuh', 'partai', 'komunis', 'indonesia', 'jatuh', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
Garuda sengaja dibangkrutkan agar bisa dikuasai asing/Aseng (kutukan Tionghoa). melengserkan PENGGUNA . Garuda Bangkrut,1,0,0,1,0,1,0,0,0,0,0,1,garuda sengaja bangkrut asai asing asing orang cina kutu lengser garuda bangkrut,"['garuda', 'sengaja', 'bangkrut', 'asai', 'asing', 'asing', 'orang', 'cina', 'kutu', 'lengser', 'garuda', 'bangkrut']"
"tangkap pelakunya, jika polisi tidak bisa maka gulingkan jokowi R3JIM PKI",1,0,1,0,0,1,0,0,0,0,0,1,tangkap laku polisi guling jokowi rezim partai komunis indonesia,"['tangkap', 'laku', 'polisi', 'guling', 'jokowi', 'rezim', 'partai', 'komunis', 'indonesia']"
RT USER Selanjutnya...gulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi,"['lengser', 'jokowi']"
"Subhanallah, apalagi kalau Ahok terbukti tidak bersalah, Naudzubillahmindzalik. Tanda-tanda Jokowi harus dihilangkan",1,0,1,0,0,0,0,0,1,0,0,1,subhanallah ahok bukti salah naudzubillahimindzalik tanda tanda jokowi singkir,"['subhanallah', 'ahok', 'bukti', 'salah', 'naudzubillahimindzalik', 'tanda', 'tanda', 'jokowi', 'singkir']"
China membuang semuanya begitu saja dari Indonesia. Mari kita lihat siapa yang menjadi miskin terlebih dahulu,1,0,0,1,0,1,0,0,0,0,0,1,cina buang indonesia mari lihat miskin,"['cina', 'buang', 'indonesia', 'mari', 'lihat', 'miskin']"
Hancurkan PKI dengan segala anteknya... URL,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia antek uniform resource locator,"['hancur', 'partai', 'komunis', 'indonesia', 'antek', 'uniform', 'resource', 'locator']"
"Allah SWT, Tuhan Palsu harus dibuang ke jamban USER USER USER USER USER kotor trs",1,1,0,1,1,0,0,0,0,0,0,1,allah subhanahu wa taala tuhan palsu buang jamban kotor,"['allah', 'subhanahu', 'wa', 'taala', 'tuhan', 'palsu', 'buang', 'jamban', 'kotor']"
Idul Fitri Presiden Baru 1. Punya Massa 2. Punya Wewenang 3. Punya Strategi MAJELIS KHUSUS ATASI Cara Jokowi Jelang Idul Fitri,1,0,1,0,0,0,0,0,1,0,0,1,lebaranpresiden 1 massa 2 wewenang 3 strategi majelis khusus guling jokowi jelang idul fitri,"['lebaranpresiden', '1', 'massa', '2', 'wewenang', '3', 'strategi', 'majelis', 'khusus', 'guling', 'jokowi', 'jelang', 'idul', 'fitri']"
Kantor LBH dikepung. Massa takut PKI terbongkar dan hancur,1,0,0,1,0,1,0,0,0,0,0,1,kantor kepung massa takut bongkar partai komunis indonesia hancur,"['kantor', 'kepung', 'massa', 'takut', 'bongkar', 'partai', 'komunis', 'indonesia', 'hancur']"
"Copot Tito.... Kapolri Belum Selesai, Bagaimana Lawan Ahok dan Jokowi Bisa Dikriminalisasi?",1,0,1,0,0,0,0,0,1,0,0,1,copot tito kepala polisi republik indonesia selesai kriminal ahok jokowi,"['copot', 'tito', 'kepala', 'polisi', 'republik', 'indonesia', 'selesai', 'kriminal', 'ahok', 'jokowi']"
"Usir Tiongkok, hancurkan Tiongkok",1,0,0,1,0,1,0,0,0,0,0,1,usir tiongkok hancur tiongkok,"['usir', 'tiongkok', 'hancur', 'tiongkok']"
Umat ​​Buddha juga harus diusir di Indonesia! URL,1,0,0,1,1,0,0,0,0,0,0,1,umat buddha usir indonesia uniform resource locator,"['umat', 'buddha', 'usir', 'indonesia', 'uniform', 'resource', 'locator']"
Amin ya Tuhan... Hapus USER Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,amin ya tuhan hapus jokowi,"['amin', 'ya', 'tuhan', 'hapus', 'jokowi']"
