Tweet,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"USER Pak USER secepatnya Islam dinyatakan sesat dan menyesatkan, bank syariah tidak diperlukan lagi",0,1,0,cepat islam nyata sesat sesat bank syariat,"['cepat', 'islam', 'nyata', 'sesat', 'sesat', 'bank', 'syariat']"
RT USER USER USER Tangkap Setnov Tak Mampu Bubarkan KPK!!,0,0,1,tangkap setya novanto bubar komisi berantas korupsi,"['tangkap', 'setya', 'novanto', 'bubar', 'komisi', 'berantas', 'korupsi']"
USER USER Yang kafir hahaha',0,1,0,kafir haha,"['kafir', 'haha']"
Ada PENGGUNA apel Malang tapi masih impor apel China dan Amerika...itulah yang membuat mereka bangga dengan produk Indonesia...???,1,0,0,apel malang impor apel cina amerika bangga produk indonesia,"['apel', 'malang', 'impor', 'apel', 'cina', 'amerika', 'bangga', 'produk', 'indonesia']"
Pengguna RT,0,1,0,nan,['nan']
"Oke kita usir saja umat Hindu Budha, apapun yang terjadi mereka bukan penganut monoteisme. Atau, tanyakan saja dulu. Tahukah anda arti kata ""esa""?",0,0,1,oke usir umat hindu buddha anut monoteisme a i esa,"['oke', 'usir', 'umat', 'hindu', 'buddha', 'anut', 'monoteisme', 'a', 'i', 'esa']"
"USER Ade ustad yg otaknye nangkring di dengkul sampai susah jalan kalau gak dibantu amplop, tetep dibiarin NgOCEh ngalor kidul.\nAde ustad miara jenggot bandot, doyannya jd provokator, nyantai2 aja die, gak diapa-apain.\nAde ustad perutnye bun",1,0,0,adek ustad otak nangkring dengkul susah jalan bantu amplop biar oceh utara kidul adek ustad pelihara jenggot bandot doyan provokator santa santai adek ustad perut bun,"['adek', 'ustad', 'otak', 'nangkring', 'dengkul', 'susah', 'jalan', 'bantu', 'amplop', 'biar', 'oceh', 'utara', 'kidul', 'adek', 'ustad', 'pelihara', 'jenggot', 'bandot', 'doyan', 'provokator', 'santa', 'santai', 'adek', 'ustad', 'perut', 'bun']"
Sanksinya adalah memecat Aza lalu menjebloskannya ke penjara agar tahu bagaimana perasaan Setya Novanto,1,0,0,sanksi pecat jeblos penjara asa setya novanto,"['sanksi', 'pecat', 'jeblos', 'penjara', 'asa', 'setya', 'novanto']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA Amit amit jabang bayi dopinadoh mingato setan gombel setan banci sko TL',1,0,0,amit amit jabang bayi dopinadoh mingato setan gembel setan banci surat putus otorisasi lini,"['amit', 'amit', 'jabang', 'bayi', 'dopinadoh', 'mingato', 'setan', 'gembel', 'setan', 'banci', 'surat', 'putus', 'otorisasi', 'lini']"
"USER USER USER USER USER USER Ngoaaahahaaa saking kejang kejang nya si bani kuda wowok bin onta, sampai ga baca tulisan gue ..... ibu kau msh selingkuh dgn kuda wowok tuh.... ngoaaahahaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa",0,1,0,ngoaaahahaaa saking kejang kejang nya sih bani kuda prabowo bin onta baca tulis gue selingkuh kuda prabowo ngoaaahahaaaa,"['ngoaaahahaaa', 'saking', 'kejang', 'kejang', 'nya', 'sih', 'bani', 'kuda', 'prabowo', 'bin', 'onta', 'baca', 'tulis', 'gue', 'selingkuh', 'kuda', 'prabowo', 'ngoaaahahaaaa']"
Usir umat Buddha Indonesia jika tetap diam menyaksikan pembantaian ini. URL,0,0,1,usir umat buddha indonesia diam saksi bantai uniform resource locator,"['usir', 'umat', 'buddha', 'indonesia', 'diam', 'saksi', 'bantai', 'uniform', 'resource', 'locator']"
"Rela jadi munafik hanya demi sejumput kesenangan duniawi, apalagi membela PENGUASA JALIM...!!!'",1,0,0,rela munafik jumput senang duniawi bela kuasa jalim,"['rela', 'munafik', 'jumput', 'senang', 'duniawi', 'bela', 'kuasa', 'jalim']"
Babi hutan Acon sangat keras \xf0\x9f\x98\xa,1,0,0,babi hutan acon keras,"['babi', 'hutan', 'acon', 'keras']"
"USER Asw, Anda benar-benar salah kaprah.'",1,0,0,anjing salah kaprah,"['anjing', 'salah', 'kaprah']"
alumni sekte togel banyak kena gangguan jiwa :)) #KARMA,0,1,0,alumni sekte togel kena ganggu jiwa karma,"['alumni', 'sekte', 'togel', 'kena', 'ganggu', 'jiwa', 'karma']"
USER SI PEREK RT RT LAGI:)',1,0,0,sih perek,"['sih', 'perek']"
RT USER: Pak jokowi semakin ketakutan akan kalah 2019 Projo kumpulan penipu kembali jadi andalan wakwawww,1,0,0,jokowi takut kalah 2019 promo kumpul tipu andal wakwawww,"['jokowi', 'takut', 'kalah', '2019', 'promo', 'kumpul', 'tipu', 'andal', 'wakwawww']"
USER USER Misionaris mana yang telah Anda pimpin...masjid mana yang telah Anda kenali...jangan mencoba meyakinkan umat dan umat Islam agar otak mereka menyukai antek-antek baron Anda...Biarkan umat dan umat Islam punya rencana nanti pada tahun 2019 Perubahan Pra,1,0,0,misionaris pimpin masjid kenal coba umat umat islam otak suka antek antek baron biar umat umat islam rencana 2019 ubah pra,"['misionaris', 'pimpin', 'masjid', 'kenal', 'coba', 'umat', 'umat', 'islam', 'otak', 'suka', 'antek', 'antek', 'baron', 'biar', 'umat', 'umat', 'islam', 'rencana', '2019', 'ubah', 'pra']"
PENGGUNA PENGGUNA PENGGUNA Kampungan adrian nptl',1,0,0,kampung adrian nptl,"['kampung', 'adrian', 'nptl']"
USER USER USER USER Ketahuan kan akhirnya...ngaku sendiri maksa org dipenjara.. Bajingan berkedok agama,1,0,0,paksa orang penjara bajing kedok agama,"['paksa', 'orang', 'penjara', 'bajing', 'kedok', 'agama']"
"Kekuasaan adalah sebuah ujian, gunakanlah dengan adil dan penuh kepercayaan. Tolak PERPPU Otoriter Tolak PERPPU Anti-Islam untuk menggulingkan Jokowi",0,0,1,kuasa buah uji adil penuh percaya tolak atur perintah ganti undang undang otoriter tolak atur perintah ganti undang undang anti islam guling jokowi,"['kuasa', 'buah', 'uji', 'adil', 'penuh', 'percaya', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'otoriter', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'anti', 'islam', 'guling', 'jokowi']"
"Budaya melepaskan katak, ikan, dan burung di awal tahun merupakan budaya Tiongkok kuno; ; Tuan USER, siapakah Anda sebenarnya?; ; Jujur terhadap masyarakat Indonesia; #2019GantiPresiden",1,0,0,budaya lepas katak ikan burung rupa budaya tiongkok kuno tuan jujur hadap masyarakat indonesia 2019 ganti presiden,"['budaya', 'lepas', 'katak', 'ikan', 'burung', 'rupa', 'budaya', 'tiongkok', 'kuno', 'tuan', 'jujur', 'hadap', 'masyarakat', 'indonesia', '2019', 'ganti', 'presiden']"
USER Khawatir pembunuhan tidak akan pernah lucu. Yang mana yang diancam Presiden... Bodoh sekali. Anjurkan hukuman yang paling berat pak... PENGGUNA',0,0,1,khawatir bunuh lucu ancam presiden bodoh anjur hukum berat,"['khawatir', 'bunuh', 'lucu', 'ancam', 'presiden', 'bodoh', 'anjur', 'hukum', 'berat']"
"Hapus saja, bila perlu pukuli jika terbukti mendukung radikalisme.",0,0,1,hapus bukti dukung radikalisme,"['hapus', 'bukti', 'dukung', 'radikalisme']"
"Dengan kekuatan Islam, kita akan menggulingkan rezim yang mendukung anti-Islam.",0,0,1,kuat islam guling rezim dukung anti islam,"['kuat', 'islam', 'guling', 'rezim', 'dukung', 'anti', 'islam']"
"USER USER Ya, aku sudah tahu kalau kamu keluarga unta dongok, ibumu gerwani p3k, ayahmu kuda wowok ngeeooahahahaaaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f \xa4\xa3\xf0\x9f\x92\ xa6\xf0\x9f\x92\xa6'",0,1,0,ya keluarga unta dungu gerwani p3k ayah kuda prabowo ngeeooahahahaaaaaa xa6,"['ya', 'keluarga', 'unta', 'dungu', 'gerwani', 'p3k', 'ayah', 'kuda', 'prabowo', 'ngeeooahahahaaaaaa', 'xa6']"
"Jika Anies menang, langkah selanjutnya adalah menggulingkan Jokowi",0,0,1,anies menang langkah guling jokowi,"['anies', 'menang', 'langkah', 'guling', 'jokowi']"
"RT USER: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan",1,0,0,iklan ahok jahat ganyang ahok sih ya ahok adu domba pribumi tionghoa,"['iklan', 'ahok', 'jahat', 'ganyang', 'ahok', 'sih', 'ya', 'ahok', 'adu', 'domba', 'pribumi', 'tionghoa']"
USER : sialnya tri ini sudah lama sekali. Kenapa aplikasi Bima Tri tidak terhapus???',0,1,0,sial tri aplikasi bima tri hapus,"['sial', 'tri', 'aplikasi', 'bima', 'tri', 'hapus']"
"PENGGUNA Ya Tuhan, ini pres. apakah kamu harus memakai seragam militer? culun.. tidak ada yang pantas\xf0\x9f\x98\x81'",1,0,0,ya tuhan pres pakai seragam militer culun,"['ya', 'tuhan', 'pres', 'pakai', 'seragam', 'militer', 'culun']"
"Kemarin di SIANTAR, banner anda DIHAPUS; sekarang MENCURI KAMPANYE di tengah-tengah DEMO; dimana PANWASLU; DJAROT MELAKUKAN KAMPANYE PENIPUAN DI TENGAH DEMONSTRASI BURUH; TINDAKAN PASTI TERHADAP PENIPUAN PASANG CALON NO. 2 #djoss #register40 #gubsu pemilu2018 #pilkada #sumut;",0,0,1,kemarin siantar banner hapus curi kampanye demo panitia awas milu djarot laku kampanye tipu demonstrasi buruh tindak hadap tipu pasang calon no 2 keren register 40 gubsu pemilu2018 pilih kepala daerah sumatra utara,"['kemarin', 'siantar', 'banner', 'hapus', 'curi', 'kampanye', 'demo', 'panitia', 'awas', 'milu', 'djarot', 'laku', 'kampanye', 'tipu', 'demonstrasi', 'buruh', 'tindak', 'hadap', 'tipu', 'pasang', 'calon', 'no', '2', 'keren', 'register', '40', 'gubsu', 'pemilu2018', 'pilih', 'kepala', 'daerah', 'sumatra', 'utara']"
INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR. URL,1,0,0,manusia anjing mati mati rela mu adz babi ahok kafir uniform resource locator,"['manusia', 'anjing', 'mati', 'mati', 'rela', 'mu', 'adz', 'babi', 'ahok', 'kafir', 'uniform', 'resource', 'locator']"
"Wanita sepertimu lebih baik mati saja, dia jelek, tidak perlu berpura-pura menjadi penata rias!",1,0,0,wanita sepe imu mati jelek pura pura tata rias,"['wanita', 'sepe', 'imu', 'mati', 'jelek', 'pura', 'pura', 'tata', 'rias']"
USER Emang ada cebong yg nggak dungu??? URL,0,1,0,cebong dungu uniform resource locator,"['cebong', 'dungu', 'uniform', 'resource', 'locator']"
"Ayo Polisi, tangkap dan usir raja katak komunis dari Istana, sebelum dia dan preman komunis China menghancurkan NKRI.",0,0,1,ayo polisi tangkap usir raja katak komunis istana preman komunis cina hancur negara republik indonesia,"['ayo', 'polisi', 'tangkap', 'usir', 'raja', 'katak', 'komunis', 'istana', 'preman', 'komunis', 'cina', 'hancur', 'negara', 'republik', 'indonesia']"
Sebut 'Rakyat Susah Jadi Kuli Saja Tidak Bisa' Pernyataan Prabowo Subianto Dikritik Keras Netizen calon presidenAbadi,1,0,0,rakyat susah kuli nyata prabowo subianto kritik keras warganet calon presiden abadi,"['rakyat', 'susah', 'kuli', 'nyata', 'prabowo', 'subianto', 'kritik', 'keras', 'warganet', 'calon', 'presiden', 'abadi']"
"USER USER USER Benar-benar pecundang. WKWKWKW seperti ini. Aku benar-benar tidak suka pacarku melakukan ini. Apa. Jika kamu suka berbicara langsung, jangan konyol, anjing.'",1,0,0,cundang wkwk sepe i suka pacar laku suka bicara langsung konyol anjing,"['cundang', 'wkwk', 'sepe', 'i', 'suka', 'pacar', 'laku', 'suka', 'bicara', 'langsung', 'konyol', 'anjing']"
RT USER Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! StopKriminalisasiUlama URL,0,0,1,ayo jaga utuh negara republik indonesia tangkap nista agama stop kriminalisasi ulama uniform resource locator,"['ayo', 'jaga', 'utuh', 'negara', 'republik', 'indonesia', 'tangkap', 'nista', 'agama', 'stop', 'kriminalisasi', 'ulama', 'uniform', 'resource', 'locator']"
"Kita Lengserkan Jokowi Dodo yg lebih tepat, Aman dan tentram negri ini.",1,0,0,lengser jokowi dodo aman tentram negeri,"['lengser', 'jokowi', 'dodo', 'aman', 'tentram', 'negeri']"
USER selamat datang rezim Komunis Anti Islam,1,0,0,selamat rezim komunis anti islam,"['selamat', 'rezim', 'komunis', 'anti', 'islam']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA Belaga pilon, dasar kecebong!\xf0\x9f\x98\x82\nGulir, silakan! \nPonselmu memang pintar! Tapi otakmu ada di ujung pantatmu..\xf0\x9f\x98\x9c'",1,0,0,belaga pilon dasar kecebong gulir sila ponselmu pintar otak ujung pantat,"['belaga', 'pilon', 'dasar', 'kecebong', 'gulir', 'sila', 'ponselmu', 'pintar', 'otak', 'ujung', 'pantat']"
"USER Orang tua ini, suka ngibul, pekok, dan sontoloyo !.'",1,0,0,orang tua suka tipu bodoh sontoloyo,"['orang', 'tua', 'suka', 'tipu', 'bodoh', 'sontoloyo']"
Aku perawan yang dijual... \nAku terlalu sok penting untuk memesan... Bibi benar-benar idiot..',1,0,0,perawan jual sok mes bibi idiot,"['perawan', 'jual', 'sok', 'mes', 'bibi', 'idiot']"
"Dana Haji Digelapkan?! Saatnya Jokowi disingkirkan! Negara Digadaikan kepada Orang Asing. Defisit semakin besar, APBN terpuruk, Jokowi terpuruk",0,0,1,dana haji gelap jokowi singkir negara gadai orang asing defisit anggar belanja negara puruk jokowi puruk,"['dana', 'haji', 'gelap', 'jokowi', 'singkir', 'negara', 'gadai', 'orang', 'asing', 'defisit', 'anggar', 'belanja', 'negara', 'puruk', 'jokowi', 'puruk']"
Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,0,1,0,ahok and bani serbet and wereng coklat pancing umat muslim marah iklan ahok jahat kumpul orang sinting,"['ahok', 'and', 'bani', 'serbet', 'and', 'wereng', 'coklat', 'pancing', 'umat', 'muslim', 'marah', 'iklan', 'ahok', 'jahat', 'kumpul', 'orang', 'sinting']"
USER USER USER Jokowi Pendusta pantas mundur.,1,0,0,jokowi dusta mundur,"['jokowi', 'dusta', 'mundur']"
"pak jokowi. Tegas = diktator Ramah = antek cina. Blg lindungi nkri. HTI dibubarin protes. Blg bantu rohingya, dibantu eh dikata pencitraan",1,0,0,jokowi diktator ramah antek cina bilang lindung negara republik indonesia hati bubar protes bilang bantu rohingya bantu eh citra,"['jokowi', 'diktator', 'ramah', 'antek', 'cina', 'bilang', 'lindung', 'negara', 'republik', 'indonesia', 'hati', 'bubar', 'protes', 'bilang', 'bantu', 'rohingya', 'bantu', 'eh', 'citra']"
"Anehnya makin banyak orang gila. Kalau Habib Rizieq Sihab aja berani komentarin USER yang dianggap guru besar. Ngapain berani? Gendang aja gak ada gunanya. Kalau Habib Rizieq dukung USER, apa mereka menghina gurunya juga?\nItu dasar, Fira",1,0,0,aneh orang gila habib rizieq shihab berani komentar anggap guru berani gendang habib rizieq dukung hina guru dasar fira,"['aneh', 'orang', 'gila', 'habib', 'rizieq', 'shihab', 'berani', 'komentar', 'anggap', 'guru', 'berani', 'gendang', 'habib', 'rizieq', 'dukung', 'hina', 'guru', 'dasar', 'fira']"
Mereka semakin nekat kalau terciduk untuk framing pak Jokowi diktator &amp; anti islam URL,1,0,0,nekat ciduk framing jokowi diktator amp anti islam uniform resource locator,"['nekat', 'ciduk', 'framing', 'jokowi', 'diktator', 'amp', 'anti', 'islam', 'uniform', 'resource', 'locator']"
Hancurkan PKI!! Waspadai bahaya tersembunyi!!,0,0,1,hancur partai komunis indonesia waspada bahaya sembunyi,"['hancur', 'partai', 'komunis', 'indonesia', 'waspada', 'bahaya', 'sembunyi']"
"USER USER kamu menyebalkan, mah'",1,0,0,sebal,['sebal']
Garuda sengaja dibangkrutkan agar bisa dikuasai asing/Aseng (Orang Cina kutukan). melengserkan PENGGUNA . Garuda Bangkrut,0,0,1,garuda sengaja bangkrut asai asing asing orang cina kutu lengser garuda bangkrut,"['garuda', 'sengaja', 'bangkrut', 'asai', 'asing', 'asing', 'orang', 'cina', 'kutu', 'lengser', 'garuda', 'bangkrut']"
Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,1,0,0,malin kundang ahok durhaka asbak iklan ahok jahat kampanye ahok jahat,"['malin', 'kundang', 'ahok', 'durhaka', 'asbak', 'iklan', 'ahok', 'jahat', 'kampanye', 'ahok', 'jahat']"
RT USER: USER USER PDI P dan mega mau bangkitkan komunis lagi itu,0,1,0,partai demokrasi indonesia p mega bangkit komunis,"['partai', 'demokrasi', 'indonesia', 'p', 'mega', 'bangkit', 'komunis']"
Jatuhkan PKI... Rakyat Indonesia mendukung!!! URL,0,0,1,jatuh partai komunis indonesia rakyat indonesia dukung uniform resource locator,"['jatuh', 'partai', 'komunis', 'indonesia', 'rakyat', 'indonesia', 'dukung', 'uniform', 'resource', 'locator']"
PENGGUNA TAHU AH HANYA BICARA DENGAN ONTA!',1,0,0,ah bicara onta,"['ah', 'bicara', 'onta']"
"USER Ya begitulah di materi hukum, saya juga kesulitan di jurusan\xf0\x9f\x98\x82 Masih ada porsi sulit masing-masing, apalagi kalau dari sains. Tak perlu disamakan, jurusanku lebih sulit, lebih borjuis, lebih elit, lebih bagus. heleh tai kucing \xf0\x9f\x98\xa9'",1,0,0,ya materi hukum sulit jurus porsi sulit sains jurus sulit borjuis elite bagus alah tai kucing,"['ya', 'materi', 'hukum', 'sulit', 'jurus', 'porsi', 'sulit', 'sains', 'jurus', 'sulit', 'borjuis', 'elite', 'bagus', 'alah', 'tai', 'kucing']"
"Semakin nakal polisi dengan kasus palsu, semakin kuat minat umat Islam untuk menggulingkan Jokowi pada tahun 2019...",0,0,1,nakal polisi palsu kuat minat umat islam guling jokowi 2019,"['nakal', 'polisi', 'palsu', 'kuat', 'minat', 'umat', 'islam', 'guling', 'jokowi', '2019']"
PENGGUNA RT Semoga saja ke depannya etnis Tionghoa di Indonesia tidak lagi menduduki pemerintahan...bisa seperti Singapura :),0,1,0,moga etnis tionghoa indonesia duduk perintah sepe i singapura,"['moga', 'etnis', 'tionghoa', 'indonesia', 'duduk', 'perintah', 'sepe', 'i', 'singapura']"
Ini adalah serangan balik Twitter dari kubu USER yang menelan kader Golkar yang juga dikenal sebagai konsultan politik Anies -Sandi.,1,0,0,serang twitter kubu tel kader golkar kenal konsultan politik anies sandi,"['serang', 'twitter', 'kubu', 'tel', 'kader', 'golkar', 'kenal', 'konsultan', 'politik', 'anies', 'sandi']"
"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'",1,0,0,even ustaz serban jubah putih drive celaka golong golong babi ya anak anak,"['even', 'ustaz', 'serban', 'jubah', 'putih', 'drive', 'celaka', 'golong', 'golong', 'babi', 'ya', 'anak', 'anak']"
USER Bubarkan saja KPK. Menyerahkan seluruh kewenangan KPK kepada kepolisian dan kejaksaan.,0,0,1,bubar komisi berantas korupsi serah wenang komisi berantas korupsi polisi jaksa,"['bubar', 'komisi', 'berantas', 'korupsi', 'serah', 'wenang', 'komisi', 'berantas', 'korupsi', 'polisi', 'jaksa']"
USER USER USER Lom dikurangi biaya rs krn kena racunnya.\nDah lah tadz... cuma gerombolan berudu dungu yg tertarik usaha ginian.',0,1,0,rang biaya rumah sakit kena racun ustaz gerombol berudu dungu te arik usaha,"['rang', 'biaya', 'rumah', 'sakit', 'kena', 'racun', 'ustaz', 'gerombol', 'berudu', 'dungu', 'te', 'arik', 'usaha']"
PENGGUNA asu guwatel berpura-pura menjual dengan harga sangat mahal asuuuuuuuuuuu',1,0,0,anjing gatel pura pura jual harga mahal asuuuuuuuuuuu,"['anjing', 'gatel', 'pura', 'pura', 'jual', 'harga', 'mahal', 'asuuuuuuuuuuu']"
"PENGGUNA Cebong, bagaimana Anda memahaminya?",1,0,0,cebong paham,"['cebong', 'paham']"
USER Banyak berudu stres di sini \xf0\x9f\x98\x82',0,1,0,berudu stres,"['berudu', 'stres']"
"RT USER USER USER USER Neo komunis, kalian antek-antek Tiongkok yang akan segera musnah dari negeri ini.",1,0,0,neo komunis antek antek tiongkok musnah negeri,"['neo', 'komunis', 'antek', 'antek', 'tiongkok', 'musnah', 'negeri']"
USER Kalah kan lu. Mampus',1,0,0,kalah mampus,"['kalah', 'mampus']"
"USER Pak USER tidak dapat memungkiri bahwa keimanan kepada Allah SWT = keimanan terhadap WESTATISME, anda harus menjadi pionir dalam menghilangkan Islam.",0,0,1,mungkir iman allah subhanahu wa taala iman hadap westatisme pionir hilang islam,"['mungkir', 'iman', 'allah', 'subhanahu', 'wa', 'taala', 'iman', 'hadap', 'westatisme', 'pionir', 'hilang', 'islam']"
"Akankah Allah SWT datang membantu Bang Fahri. jika tidak, berhentilah berdoa, tidak ada gunanya",0,1,0,allah subhanahu wa taala bantu bang fahri henti doa,"['allah', 'subhanahu', 'wa', 'taala', 'bantu', 'bang', 'fahri', 'henti', 'doa']"
"USER USER Wah, ternyata dia keren banget…'",1,0,0,nyata keren banget,"['nyata', 'keren', 'banget']"
Pengguna,0,0,1,nan,['nan']
"Mana para babi ahok yg ngejek onta, biar di injek2 ama onta",0,1,0,babi ahok ejek onta biar injak injak onta,"['babi', 'ahok', 'ejek', 'onta', 'biar', 'injak', 'injak', 'onta']"
Persebaya tidak menang kemarin. \nInggris kalah. \nTimnas kalah.\nKalah dari Malaysia. \nAh Taek kena diare kabeh!',0,1,0,baya menang kemarin inggris kalah timnas kalah kalah malaysia ah tai kena diare,"['baya', 'menang', 'kemarin', 'inggris', 'kalah', 'timnas', 'kalah', 'kalah', 'malaysia', 'ah', 'tai', 'kena', 'diare']"
"USER USER Bodoh...apa hubungannya dengan rumah tangga? Urus saja pekerjaanmu, tak perlu banyak bicara. Kalau jadi menteri di PECAT, dan jadi gubernur, justru membuat Jakarta semakin kacau. Sebentar lagi Jakarta juga akan hancur...'",1,0,0,bodoh hubung rumah tangga urus kerja bicara menteri pecat gubernur jaka a kacau sebentar jaka a hancur,"['bodoh', 'hubung', 'rumah', 'tangga', 'urus', 'kerja', 'bicara', 'menteri', 'pecat', 'gubernur', 'jaka', 'a', 'kacau', 'sebentar', 'jaka', 'a', 'hancur']"
"PENGGUNA PENGGUNA Dia itu manusia, hasil pangkat yang bodoh, bodoh, akibat terlahir bodoh, otaknya bodoh, mukanya bodoh karena suka menghina segala sesuatu dengan kebodohannya...'",1,0,0,manusia hasil pangkat bodoh bodoh akibat lahir bodoh otak bodoh muka bodoh suka hina bodoh,"['manusia', 'hasil', 'pangkat', 'bodoh', 'bodoh', 'akibat', 'lahir', 'bodoh', 'otak', 'bodoh', 'muka', 'bodoh', 'suka', 'hina', 'bodoh']"
Pengusaha china ;: jk reklamasi pulau G Dibatalkan . Jokowi akan kami lengserkan,0,0,1,usaha cina reklamasi pulau batal jokowi lengser,"['usaha', 'cina', 'reklamasi', 'pulau', 'batal', 'jokowi', 'lengser']"
"USER USER Senang melihat mereka yang dulu membela Ahok ketika dia menghina Al-Quran kini tampak memiliki gairah keagamaan; ; Namun mereka harus terlebih dahulu bertobat karena telah tersesat dalam pembelaan penistaan ​​agama; ; Karena jika tidak, itu saja",0,1,0,senang lihat bela ahok hina al alquran milik gairah agama be obat sesat bela nista agama,"['senang', 'lihat', 'bela', 'ahok', 'hina', 'al', 'alquran', 'milik', 'gairah', 'agama', 'be', 'obat', 'sesat', 'bela', 'nista', 'agama']"
"USER Partaimu plus teman-temanmu hanya bisa membuat Indonesia MALU gan, kalau bodoh jangan terlalu bodoh min...'",0,1,0,aimu plus teman teman indonesia malu juragan bodoh bodoh min,"['aimu', 'plus', 'teman', 'teman', 'indonesia', 'malu', 'juragan', 'bodoh', 'bodoh', 'min']"
"USER, kamu bodoh, bukan?",1,0,0,bodoh,['bodoh']
USER Bubarkan DPR...sarang kemiskinan rakyat,0,0,1,bubar dewan wakil rakyat sarang miskin rakyat,"['bubar', 'dewan', 'wakil', 'rakyat', 'sarang', 'miskin', 'rakyat']"
USER USER Karena Banyak yang Terindoktrinasi dengan Hashtag Ide PKS \nPadahal Perguruan Tinggi Akhirnya Bodoh\nKebodohan Mengalahkan Kewarasan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0 \x9f\x98\ xa1\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',0,1,0,indoktrinasi tagar ide partai adil sejahtera guru bodoh bodoh kalah waras xa1,"['indoktrinasi', 'tagar', 'ide', 'partai', 'adil', 'sejahtera', 'guru', 'bodoh', 'bodoh', 'kalah', 'waras', 'xa1']"
Ahok dipenjara karena mengutip kalimat dari kitab Fiksi. Tapi ANEHNYA para Pembela agama dan ahli surga serentak membela si Dungu USER yang mengatakan Kitab Suci itu Fiksi.,1,0,0,ahok penjara kutip kalimat kitab fiksi aneh bela agama ahli surga serentak bela sih dungu kitab suci fiksi,"['ahok', 'penjara', 'kutip', 'kalimat', 'kitab', 'fiksi', 'aneh', 'bela', 'agama', 'ahli', 'surga', 'serentak', 'bela', 'sih', 'dungu', 'kitab', 'suci', 'fiksi']"
USER ak :( anak desa ggggg',1,0,0,anak desa ggggg,"['anak', 'desa', 'ggggg']"
"dulunya manis, sopan, lalu manis sekali, adik perempuan yang material, jadi kamu dulu termasuk dalam jajaran banci terbaikku, tapi sekarang, kamu bajingan kecil yang kotor, tidak manis, tidak lucu, selalu brengsek, Aku muak dengan adik perempuanku, maafkan aku WKWKWKW'",1,0,0,dulunya manis sopan manis adik perempuan material masuk jajar banci bajing kotor manis lucu berengsek muak adik perempuan maaf wkwk,"['dulunya', 'manis', 'sopan', 'manis', 'adik', 'perempuan', 'material', 'masuk', 'jajar', 'banci', 'bajing', 'kotor', 'manis', 'lucu', 'berengsek', 'muak', 'adik', 'perempuan', 'maaf', 'wkwk']"
PENGGUNA USER hancurkan pki. Mari kita dukung Prabowo untuk tahun 2019,0,0,1,hancur partai komunis indonesia mari dukung prabowo 2019,"['hancur', 'partai', 'komunis', 'indonesia', 'mari', 'dukung', 'prabowo', '2019']"
"Usir saja orang-orang Tiongkok ini. Orang paling gila akan dipenjara karena anti-Tiongkok. Nah, orang-orang Cina ini telah mengambil tempat mereka di negara ini, dan menggantikan mereka... URL",0,0,1,usir orang orang tiongkok orang gila penjara anti tiongkok orang orang cina ambil negara ganti uniform resource locator,"['usir', 'orang', 'orang', 'tiongkok', 'orang', 'gila', 'penjara', 'anti', 'tiongkok', 'orang', 'orang', 'cina', 'ambil', 'negara', 'ganti', 'uniform', 'resource', 'locator']"
RT USER USER APA NAMA PARTAI PKI PERTAMA DI INDONESIA?,0,0,1,nama ai partai komunis indonesia pe indonesia,"['nama', 'ai', 'partai', 'komunis', 'indonesia', 'pe', 'indonesia']"
"Hati-hati!, kali ini kita akan mengusir Ahmadiyah, nanti yang Kristen, disusul Budha, Hindu, dan Sunni juga akan diusir...",0,0,1,hati hati kali usir ahmadiyah kristen susul buddha hindu sunni usir,"['hati', 'hati', 'kali', 'usir', 'ahmadiyah', 'kristen', 'susul', 'buddha', 'hindu', 'sunni', 'usir']"
