Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER USER USER USER Naik pepaya sambil makan buaya',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Itu minyak merk kalajengking, bukan racun kalajengking, bodoh sekali kamu menyimpannya'",1,1,1,0,0,0,0,0,1,1,0,0
PENGGUNA Akhirnya PLN Siap Jual ke Asing,0,0,0,0,0,0,0,0,0,0,0,0
PEMILU DAERAH HARUS MEMBERIKAN DAMPAK POSITIF TERHADAP MASYARAKAT; ; #Indonesia; #Pilkada Harus Memberikan Dampak Positif; #Virakan; #Virus,0,0,0,0,0,0,0,0,0,0,0,0
"#Donor Darah 07/08/2018 08.00 WIB-selesai di Keluarga Kudus Gereja Katolik Banteng, Jl. Kaliurang Km. 7.5 Banteng, Ngaglik, Sleman. #UDDPMIKotaYK'",0,0,0,0,0,0,0,0,0,0,0,0
PENGGUNA UNTUK APA SAJA,1,1,1,0,0,0,1,0,0,1,0,0
USER akun haha ​​pler. Jangan menjadi seorang kutu buku yang bersembunyi di balik akun klub penggemar. \xf0\x9f\x98\x9d',1,1,1,0,0,0,0,0,1,1,0,0
"Sendirian, Ibu Negara Kunjungi Sumut - Warta Ekonomi",0,0,0,0,0,0,0,0,0,0,0,0
PENGGUNA PENGGUNA PENGGUNA Kampungan adrian nptl',1,1,1,0,0,0,0,0,1,1,0,0
USER USER Kamulah yang modern',1,1,1,0,0,0,0,0,1,1,0,0
"Aku terdiam, terjebak dalam lembaran mimpi, aku tersentak saat lonceng waktu memanggilku, aku terbangun, gelisah, hatiku gelisah'",0,0,0,0,0,0,0,0,0,0,0,0
Wes mengalahkan nggo tank jebule fighter assassin gila rak waras \xf0\x9f\x98\xaa',0,1,0,0,0,0,0,0,0,0,0,0
Pak de USER akan lebih elegan jika mengundang para penulis ke istana daripada mengundang busar buser kae..suwon,1,0,1,0,0,0,0,0,1,1,0,0
"USER ohh itu berarti kemarin kamu lupa sarapan, makanya kamu sarapan \xf0\x9f\x98\x82'",0,1,0,0,0,0,0,0,0,0,0,0
"Ya Allah, ampunilah kesalahan, kebodohan &amp; Saya bertindak terlalu jauh dalam segala hal &amp; Ampunilah juga segala dosa yang Engkau lebih mengetahui dariku (HR Muslim)",0,0,0,0,0,0,0,0,0,0,0,0
"Pasti SAKIT, ini hal terbaik di tahun 2019. JokowiEnd sudah mengkriminalisasi umat Islam.",1,0,1,0,1,0,0,0,0,1,0,0
"PENGGUNA, kotoran anjing Aldo'",1,1,1,0,0,0,0,0,1,1,0,0
Bolehkah Anies-Sandi disebut Wakil Gubernur Saracen? URL,1,0,1,0,0,0,0,0,1,1,0,0
Apakah Anda seorang antek komunis?~ URL,1,0,1,0,0,1,0,0,0,1,0,0
"“Kalau NTT ingin maju, maka bicaralah dulu perekonomian perempuan dan pemuda di desa.” - Emi Nomleni || Calon Wakil Gubernur NTT 2018-2023; ; #Marhaen #MarianusEmi #NTT2MarianusEmi #MSEmiforNTT #Salam2Jari #PDIPerjuangan",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA PENGGUNA Mohon dishare..sekolah anak saya sekolah katolik yang mendidik biarawati, teman sekelasnya ada yang muslim, kristiani, budha, hindu, konghucu...sejauh ini masih adem ayem'",0,0,0,0,0,0,0,0,0,0,0,0
Penjualan USER hanya...bahagia...PKI...Ummat...Palestina\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80',0,0,0,0,0,0,0,0,0,0,0,0
Tidak otomatis harus memilih wakil gubernur.. Karena gubernur pun tidak memilih wakilnya.. #BaGusS #KhofifahEmilJatimSatu,0,0,0,0,0,0,0,0,0,0,0,0
Heechul menjadi orang pertama yang terpukul saat Hangeng memutuskan kontraknya dengan SM Ent. dan kembali ke Tiongkok.',0,0,0,0,0,0,0,0,0,0,0,0
Ucril menghalangi pembubaran HTI! Ingin menggulingkan Jokowi USER USER USER USER USER,1,0,1,0,0,0,0,0,1,0,0,1
USER Ini adalah cara SM agar grupnya tetap bertahan meski anggotanya nanti menjalani wajib militer. Karena ada anggota asing juga. Jadi Anda masih bisa terus berpromosi.',0,0,0,0,0,0,0,0,0,0,0,0
JATIM ANTI HOAX. PEMILU YANG DAMAI; .; .; DEKLARASI ANTI HOAX WARGA KEBRAON,0,0,0,0,0,0,0,0,0,0,0,0
PENGGUNA Korupsi di era reformasi juga dilakukan oleh antek-antek Orde Baru...',0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Saya seorang Kristen. JIKA PAK AHOK INGIN MASUK ISLAM, SAYA SETUJU. Kalau hanya KTP atau identitas administrasi yang bertuliskan Islam, terserah Anda, tapi dalam hati/pikiran apa isinya, siapa tahu. KALAU Pak AHOK ISLAM, BISA MASUK POLISI",0,0,0,0,0,0,0,0,0,0,0,0
"Lihat USER, penumpangnya penuh dengan TKA China yang tidak bisa berbahasa Indonesia atau Inggris, cc USER URL",1,0,0,1,0,1,0,0,0,0,1,0
USER USER USER USER USER Bubarkan DPR?,1,0,0,1,0,0,0,0,1,0,0,1
"Setelah beberapa kali ditolak, suatu hari dia membuka lemari mencari benang rajut. Setelah itu ia merajut tanpa henti hingga sekarang. Entah berapa banyak tas, pouch, clutch, dan taplak meja yang dia habiskan. bahkan teman-teman guru &amp; Para siswa juga diajar.'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Semua orang seperti Eek di era Mas Jokowi\xf0\x9f\x98\xa1',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Bubarkan KPK... tak ada gunanya punya KPK, hanya dijadikan alat politik pemerintah",1,0,0,1,0,0,0,0,1,0,0,1
"USER Kalau kamu anak laki-laki, kamu pasti akan senang dengan pembicaraan tak berarti seperti ini.'",1,1,0,1,0,0,0,0,1,0,1,0
"RT USER USER USER Hahaha Saya orang Tionghoa, tidakkah Anda melihat keturunan etnis apa tuan Anda?",1,0,1,0,0,1,0,0,0,1,0,0
"PENGGUNA PENGGUNA tidak benar. Kroasia adalah negara Katolik, Serbia adalah negara Kristen Ortodoks. sedangkan Slovenia beragama Protestan &amp; Bosnia Islam... Yugoslavia punya potensi pecah sejak lama'",0,0,0,0,0,0,0,0,0,0,0,0
"USER astaga, apa kamu tidak takut terkena kotoran burung?'",0,0,0,0,0,0,0,0,0,0,0,0
PENGGUNA Saya tidak tahu bahasa Indonesia tapi SIALAN ANDA MASIH MENGATAKAN KATA-KATA ANDA BAJING URL,1,1,1,0,0,0,0,0,1,1,0,0
"USER Saya hanya kekurangan sorbejeh, ini gila dan gila. Persebaya karo arema dino minggu. Tiket timnas koyoke lak ngijolno yo isi h-'",0,1,0,0,0,0,0,0,0,0,0,0
ini adil..; Prabowo calon presiden saya; PRESIDEN JOKOWI KU; Prof. USER KU WAPRES; ; Hmmmm....,0,0,0,0,0,0,0,0,0,0,0,0
Eropa punya Saudara Slavia\nKekuatan Ortodoks\nOrang Melayu punya Saudara Melayu\nKekuatan Islam\nEropa: fundamentalis Kristen ortodoks garis keras\nMelayu: Fundamentalis Islam Garis Keras',0,0,0,0,0,0,0,0,0,0,0,0
"USER Ada om-om, pernah dengar \nKalau tidak salah saya sudah menikah, bolehkah saya orang asing \nKalau Mia Audina warga negara Belanda kalau tidak salah'",0,0,0,0,0,0,0,0,0,0,0,0
Dasar teroris anjing keparat.',1,1,1,0,0,0,0,0,1,1,0,0
USER Giladong cimohay hahaha najis juga//',0,1,0,0,0,0,0,0,0,0,0,0
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA LAGIPULA, kenapa sih, pernikahan anak Jokowi ini sudah heboh sejak beberapa bulan lalu?",1,1,1,0,0,0,0,0,1,1,0,0
"USER Silakan tambahkan: asing, asing, antek PKI, Yahudi, kapitalis dan komunis'",0,0,0,0,0,0,0,0,0,0,0,0
URL &lt;-download #bokep video siswi yang melanggar keperawanannya oleh dosen gila #fuckin',0,1,0,0,0,0,0,0,0,0,0,0
PENGGUNA: jangan takut pada Amerika dan orang-orang Yahudi,0,0,0,0,0,0,0,0,0,0,0,0
"Menjadi orang brengsek adalah bentuk pengecualian terhadap perasaan yang terus tertindas, selamat bagi kalian yang menyemprotnya hari ini ~ semoga kaos bonekanya bermanfaat \xe2\x98\xba'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Bloon benar-benar jurnalis yang mewawancarainya.... Ya, jelas saya tidak setuju... \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84'",1,1,1,0,0,0,0,0,1,1,0,0
#MataNajwaDebatJakarta Anies kamu SADIS. Topengmu terbuka lebar malam ini. Biarlah warga DKI yang menilai...apa yang anda katakan itu pengecut,1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Jadi siapa sebenarnya antek asing itu??? Saya hormati kinerja Presiden Jokowi dan jajarannya...teruskan Pak Jokowi!!! ANJING MENOLAK CARAFNA LULUS...',0,0,0,0,0,0,0,0,0,0,0,0
Keren...... Kapan kita akan mengusir umat Buddha dari Indonesia?,1,0,0,1,1,0,0,0,0,0,1,0
"Kecantikan ada di mata yang melihatnya. Untuk standar kecantikan internasional itu cacat, bagi saya lesung pipit menambah pesona. Ugh.'",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA HRS di tempat yang jauh, berudu sudah bingung, apalagi kalau dekat sini..'",0,1,0,0,0,0,0,0,0,0,0,0
"apa pertanyaanmu? Kalau soal sosial, aku bodoh",0,1,0,0,0,0,0,0,0,0,0,0
Ada 2 hal yang diwariskan kepada anak cucu kita: ilmu & kelestarian lingkungan. Belajar banyak dan cintai alam,0,0,0,0,0,0,0,0,0,0,0,0
"Tomohon juga merupakan pusat pembelajaran Kristen dan Katolik. Ada tempat khusus untuk berdoa dan bermeditasi bernama Bukit Kasih, tempat suci yang indah dan tenteram. #TomohonInternationalFlowerFestival\n\nYn'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Ya ampun, kalian para gelandangan dilarang masuk'",0,1,0,0,0,0,0,0,0,0,0,0
"&lt; membuat kepalanya pusing, belum lagi beberapa istilah dalam psikologi yang membuatnya harus membuka mesin pencari terlebih dahulu untuk memahami makna di balik kata-kata yang /baginya/ asing. \n\nSatu hal yang membuatnya senang mengerjakan tugas",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Mengapa? Jika saya seorang kristiani, saya pasti akan menyimpan mp3 tersebut di ponsel saya.",0,0,0,0,0,0,0,0,0,0,0,0
PENGGUNA PENGGUNA Lidah buaya.',0,0,0,0,0,0,0,0,0,0,0,0
tolak berita bohong dan sukseskan pilkada damai di kota Kediri:,0,0,0,0,0,0,0,0,0,0,0,0
"Berbeda tingkatan intelektualitas, meski bertemu orang yang sama; #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0
Kita harus pastikan pemerataan dan distribusi ekonomi berjalan dengan adil dan merata; Madura bisa dijadikan pusat ekonomi syariah di Jawa Timur; Kabeh Sedulur Kabeh Makmur; #GusIpulMbakPuti #kabehsedulurkabehmakmur #jatimsedulur #satriamadu,0,0,0,0,0,0,0,0,0,0,0,0
Siapa yang mencuri anak sekolah agama ini?,0,0,0,0,0,0,0,0,0,0,0,0
"Kasiter dan Muspida Tinjau Sasaran Fisik TMMD ke-102 Kodim 1709/Yawa\n\nSasaran TMMD adalah pembangunan 14 unit rumah type 56, pembangunan 2 unit PAUD. Di Kamp Cina Lama dibangun 13 unit rumah, di Desa Chairmanpi 1 unit rumah, di Desa Serui Laut dan Pasir Puti",0,0,0,0,0,0,0,0,0,0,0,0
"USER Kristen nusantara juga ada, bahkan ada gerejanya GKJ (Gereja Kristen Jawa)'",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA, saya akun baru. Sisa periode pembayaran untuk minggu ini telah habis. Anjir, bagaimana caramu berbelanja?'",0,1,0,0,0,0,0,0,0,0,0,0
"USER bodoh, alumni 212... sampah'",1,1,0,1,0,0,0,0,1,0,1,0
"Saya, Ronaldo Pardede, siswa SMP Katolik Santo Petrus Kelas 1A, 2B, 3C, 1984-1987.'",0,0,0,0,0,0,0,0,0,0,0,0
PENGGUNA Mengambang seperti tai jir',0,1,0,0,0,0,0,0,0,0,0,0
Memekmu sudah basah kawan \xf0\x9f\x98\x89',0,1,0,0,0,0,0,0,0,0,0,0
Agama Buddha Membunuh Agama Islam di Myanmar,1,0,0,1,1,0,0,0,0,0,1,0
Lebih dari 700 rumah &amp; Masjid Rohingya dibakar oleh teroris Budha di Baggona (14/9).,1,0,0,1,1,0,0,0,0,0,1,0
Gambarku dengan Jebi sudah terkena meteor,0,0,0,0,0,0,0,0,0,0,0,0
Aktivis pencegahan HIV/AIDS menduga PSK Elmo telah pindah ke URL Jayawijaya,0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA RT: Bodoh, sial, anjing, kemarilah, syaitonn sweater mansoura'",1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER USER USER USER Duuhhh.. kata pepatah, kalau tak kenal tak sayang, akhir cintamu pun tiba, kalau sudah berjodoh. asgm",0,0,0,0,0,0,0,0,0,0,0,0
USER Tanya atasan USER,0,1,0,0,0,0,0,0,0,0,0,0
BHABINKAMTIBMAS CAMPAKA SAMBANG WARGA POLSEK SOSIALISASI ANTI-HOAX JELANG PEMILU,0,0,0,0,0,0,0,0,0,0,0,0
"Su Pin, siswa kelas 6B SD Katolik Karya Yosef tahun 1983, adalah istri sah Ronaldo Pardede.'",0,0,0,0,0,0,0,0,0,0,0,0
"Alumni USER gak demo, acar bawang impor, hahaha'",0,0,0,0,0,0,0,0,0,0,0,0
"Saya mau tanya mimin USER. Sebelum membahas ilmu Ekonomi, Utang Negara, Bocor Defisit, dsb, dll, di kelas Ekonomi kalian sudah mengetahui perbedaan antara uang kertas, uang logam, uang kartal dan giro bukan? Itu saja, kan?",0,0,0,0,0,0,0,0,0,0,0,0
Gus Ipul-Mbak Puti berkomitmen untuk meningkatkan perhatian terhadap ibu dan anak. ; ; PENGGUNA PENGGUNA PENGGUNA PENGGUNA #gusipulputi2;,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Ketika USER tidak berhasil menonjolkan prestasi tokohnya, maupun prestasi partainya, maka yang muncul adalah tindakan menjelek-jelekkan lawan. Kasihan PENGGUNA yang manis tapi bodoh yang dimanfaatkan oleh nafsu kekuasaan!!'",1,1,0,1,0,0,0,0,1,0,1,0
PENGGUNA PENGGUNA PENGGUNA PENGGUNA Bermigrasilah sebelum terlambat.\nSaya yakin semua orang akan menjadi kecebong.',1,1,0,1,0,0,0,0,1,0,1,0
PENGGUNA RT: Masih terlalu kaku untuk bertindak\nMasih tergila-gila membuat pola\nMasih berusaha bertindak\nMasih bergerak\nMasih banyak orang\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Yawdah disana, kebun binatang, kandang buaya :('",0,0,0,0,0,0,0,0,0,0,0,0
"USER makin aneh di rezim ini, masyarakatnya pintar gan, terima kasih media sosial\xf0\x9f\x98\x80'",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Saya menjalankan bisnis katering makanan. Jika saya mendapatkan pemesanan untuk kursus, saya akan menanyakan apakah ada umat Hindu atau Vegetarian yang hadir. Sudah beberapa kali &amp; Saya sediakan menu lain, meski hanya untuk 2-3 orang. Jangan menunggu orang menghormati kita. Kami kerjakan itu",0,0,0,0,0,0,0,0,0,0,0,0
Pengguna RT,1,0,0,1,0,0,0,0,1,0,0,1
"RT USER USER Kalau mengundurkan diri, kemungkinan besar dia tidak mau karena merasa dipecat itu ada manfaatnya bagi Pak Gatot. benarkah itu, Lus?",1,0,1,0,0,0,0,0,1,1,0,0
"Diminta untuk meredakan tensi pilkada, para ulama justru menyatakan mendukung Jokowi untuk maju lagi sebagai presiden. #PeopleMauJokowi2019",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Mau atau tidaknya menggunakan syariat Islam, pada akhirnya kembali bergantung pada manusia sebagai pelakunya. Di negara-negara ateis, mengapa korupsi sangat minim dan Anda bisa hidup damai?'",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Ya, ayo kita main-main saja'",0,1,0,0,0,0,0,0,0,0,0,0
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Kau tak dengar teriakan Petani?? Kau tak dengar teriakan Petani Garam?? Kau tak BOLOT besar??...apa maksudmu dengan kesetaraan Bong?? Aku mohon padamu, segera bersihkan lumpur otakmu yang berkerak dan mengeras",1,1,1,0,0,0,1,0,0,1,0,0
"RT USER: Artis Pilkada Jatim ð???ð???ð???; ; Para seniman ibu kota asal Jawa Timur berkumpul; ; Artis dangdut bersiap menyambut musim pilkada; ; Bergabunglah dalam mendapatkan suara; ; Siap-siap saja F, tambahkan air lagi; ; #Fildan",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Jika merasa terhina, laporkan dia ke polisi, itu hubungan yang munafik. Waspadalah terhadap berudu kafir yang mengaku Islam.",1,1,0,1,1,0,0,0,0,0,1,0
"#GodsOnTheStreet, buku pertama dari seorang musafir yang tangguh; #KhairulJamain. Pengembaraan. Aktivis. Filsafat. Alami. Politik. Ekonomi. Budaya. Cinta.; ; #GodsOnTheStreet akan menemui Anda di:; Stan 4003-4004 | Dewan Tun Razak 4; #PBAKL2018; 27 April - 6 Mei 20",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER tidak bisa dipungkiri, dialah si GOBLOG'",1,1,0,1,0,0,0,0,1,0,1,0
"Kalau Negara Mau Aman, Syaratnya Cm 1... Singkirkan Jokowi!!! Jaga NKRI dan selamatkan negara ini!!! .PENGGUNA PENGGUNA",1,0,1,0,0,0,0,0,1,0,0,1
"USER Ingin mengambil alih semua kekuasaan, bahkan otoritas peradilan,\nsarap...'",1,1,1,0,0,0,1,0,0,1,0,0
lesbian malang........ URL,0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Kalau mau jadi pro, belajar dulu nop. Jangan asal pap tete pap tete dong'",1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER Saya mau tanya apa yang dilakukan Ahok, Sukamwati, Joshua, dan Ge yang pada saat itu ramai yang mengandung unsur penistaan ​​agama. Menurut USER dan USER, itu penistaan ​​agama ya???",1,0,1,0,1,0,0,0,0,1,0,0
"Warga DKI Miskin Hanya di PHP, Belum Dilantik Anies Kini Batal Janji Kampanyenya, Yaitu Tentang...... URL",1,0,1,0,0,0,0,0,1,1,0,0
Usir umat Buddha Indonesia jika tetap diam menyaksikan pembantaian ini. URL,1,0,0,1,1,0,0,0,0,0,0,1
Bagaimana keluarga presiden Indonesia?; ; Jawaban: Semua keluarganya mempunyai prioritas dan cerita masing-masing. D???,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER 3 kali mencalonkan diri sebagai presiden, 3 kali gagal... bukankah itu disebut bodoh?'",1,1,1,0,0,0,0,0,1,1,0,0
Istilah campret terlalu kejam. Karena makna simbolisnya sangat dalam. Untuk hal-hal cerah dia tidur siang dengan kepala terbalik. Dan bahkan melek huruf mencari mangsa di kegelapan malam.',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Ya mungkin perlu kembali mengulas sejarah Pancasila\nDan kenapa Pancasila dibentuk di negeri ini, padahal PKI masih ada. Apakah itu berarti PKI percaya Tuhan?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Simak, PKB (Partai Kebelet Banget) versus PPP (Partai Presiden Pepet), Siapakah Pemenangnya?",1,0,0,1,0,0,0,0,1,0,1,0
MasyaAllah.. indah sekali melihat dua sosok ini. ; ; Allah Maha Besar,0,0,0,0,0,0,0,0,0,0,0,0
"Situs Sangiran, Jawa Tengah (luas 48 kilometer persegi), ditetapkan oleh UNESCO sebagai daftar Warisan Budaya Dunia pada tahun 1996.",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Lolos? Hanya pemain Anda yang bodoh.... Tribun kosong dinaiki.... Hahahaha \n... Ah, menyebalkan.. Dasar brengsek.. Haha'",1,1,0,1,0,0,0,1,0,0,1,0
"USER Ayah saya OKU, tangan kirinya cacat. Syukurlah dia bisa menangani semua pekerjaannya. Aku bersyukur mempunyai ayah yang istimewa.'",0,0,0,0,0,0,0,0,0,0,0,0
"...masih tergolong asing baginya.\n\nUntungnya, ia sempat meminta bantuan para sesepuh di Pasar untuk menggambar peta sederhana sebagai panduan baginya menjelajahi lingkungan sekitar tanpa takut tersesat.\n\nNamun, Ingat",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Kang Aher berhasil KPS bersama BIJB untuk meningkatkan perekonomian masyarakat Jabar demi berkembangnya generasi milenial, ini nyata",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Remaja generasi micin sudah tahu kalau menggosok penis dimeki itu enak. URL,0,1,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Coba lihat, lihat'",0,0,0,0,0,0,0,0,0,0,0,0
"Mengapa tidak sekaligus meminta pencopotan Jokowi, agar dianggap BODOH!!!",1,1,1,0,0,0,0,0,1,0,0,1
USER Mahasiswa coplak...hanya mod..!!! Rakyat Indonesia 250 Juta...bukan 25 Orang...sontoloyo!!!',1,1,0,1,0,0,0,0,1,0,1,0
PENGGUNA ((( PAYUDARA TERSEBAR )))',0,1,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Hyunjin ingin kejar-kejaran seperti film liburan, sambil melempar bom.'",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Bagaimana dengan lesbian yang menganggap dirinya salah? Apa yang salah dengan cinta kan?\nMaaf, saya normal, tapi saya tidak pernah melihat orang lesbian/gay/biseksual sebagai ""kesalahan"" selain m",0,0,0,0,0,0,0,0,0,0,0,0
RT USER : USER USER USER bagaimana dengan tuanmu.. jam 1 katanya buk.. jam 1.15 tidak boleh ada sapu bersih PKI...,1,0,1,0,0,0,0,0,1,1,0,0
"USER Pak USER walaupun anda beragama Islam, sebagai agama harus jujur ​​jelaskan isi Alquran yang sebenarnya",0,0,0,0,0,0,0,0,0,0,0,0
Kang Sudrajat dan Pak Syaikhu didukung Ulama Jabar... Insya Allah mereka akan menjadi Gubernur Jabar 2019-2024..; #Sudrajatsyaikhu; #no3jabarasyik; #prabowochoiceforjabar,0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA Hai, Anda menggunakan MiBand?? Hahahahaha zaman jam tangan besi Mira sudah lama berlalu",0,0,0,0,0,0,0,0,0,0,0,0
"USER gila-gilaan berpindah dari pbg ke pwt hanya karena bosan:'''""",0,1,0,0,0,0,0,0,0,0,0,0
"Ya, gadis malang yang tidak pernah menonton film porno sehingga melihat atlet melepas bajunya begitu saja, sungguh seksi.'",0,1,0,0,0,0,0,0,0,0,0,0
PENGGUNA PENGGUNA Apa enaknya bercinta di luar?,0,1,0,0,0,0,0,0,0,0,0,0
PENGGUNA 'Hanya anggota DPR yang dipotong...',0,0,0,0,0,0,0,0,0,0,0,0
Yup... Negara ini memang tidak pantas dipimpin oleh orang yang tidak paham cara mengatur negara dengan baik dan menggulingkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1
Chadli dinonaktifkan dan Dembele digantikan tetapi dia keduanya dinonaktifkan \xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
KPK Periksa Gubernur dan Wakil Gubernur Sumut Ijeck Shah,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Ruhut: Jangan kira Prabowo pernah kena stroke\nFadhli Zon: Jangan anggap Ruhut gila..... :) #ILCPrabowoMeraig',0,1,0,0,0,0,0,0,0,0,0,0
"Wooyyy Njing!! Ibumu pelacur, pantas saja kelakuanmu bejat! Sungguh anak haram!! USER kakakakak :D'",1,1,0,1,0,0,0,1,0,0,1,0
"ada materi baru yang perlu dibahas 5 tahun ke depan..bukan Showtime, bukan acara yang ada 3 makhluk gilanya dan penggemarnya yang gila itu gila..'",1,1,0,1,0,0,0,0,1,0,1,0
Buku Lama&gt; Peran Agama dan Moral dalam Pembangunan Masyarakat dan Perekonomian Indonesia; Sjafruddin Prawinegara. ; 1966; 32 Halaman Harga 150.000. Minat?,0,0,0,0,0,0,0,0,0,0,0,0
Njinggg!! Banyak omongan gay..pakai blok2 wa.',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER USER Itu ceramah untuk kalangan internal dan saya yakin setiap pemuka agama akan memberitakan hal yang sama, sama seperti istilah kafir untuk non muslim di islam dan kehilangan domba di kristen, kalau dogma agama bisa.",0,0,0,0,0,0,0,0,0,0,0,0
"Cewek bilang ""Semua laki-laki itu brengsek"" Nah guys, kalau kamu brengsek, berbanggalah, berarti kamu laki-laki'",0,1,0,0,0,0,0,0,0,0,0,0
"Provinsi Gorontalo dengan visi dan misi Gubernur menjadikan sektor perikanan dan kelautan sebagai salah satu program prioritas dalam meningkatkan perekonomian masyarakat, dimana diharapkan berkembangnya sektor perikanan dan kelautan.",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Tiap pulang ibu selalu nanya ""pacarnya mana, suruh dia ke sini main""\nOh bu, anakmu masih tergila-gila dengan orang asing\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
ADA PENGGUNANYA KENAPA SAYA INGIN MENYANYI DISTRICT9 DAN JABLAY JUGA',0,1,0,0,0,0,0,0,0,0,0,0
"Ya ampun, ini keren banget, fungsionaris USER yang terhormat ð??±ð??±ð??±.",0,0,0,0,0,0,0,0,0,0,0,0
"UTAMA: Transaksi Tunai Dibatasi Maksimal Rp 100 Juta, Ekonomi Terganggu? -",0,0,0,0,0,0,0,0,0,0,0,0
"PENGGUNA PENGGUNA Freeport tidak bisa diganggu gugat, tanyakan saja pada rezim Orde Baru... Merekalah yang membuat perjanjian abadi itu.'",0,0,0,0,0,0,0,0,0,0,0,0
"x : Yang dimaksud RG bukanlah Al Quran; kamu : kamu yakin? Bukankah Al-Quran adalah kitab suci?; x : Yakinlah, dia tidak bermaksud seperti itu; y : Ahok juga tidak bermaksud menghina agama; x : WAH DIA TIDAK BISA, DIA PEMBOHONG, RAWAT RAWAT...",1,1,1,0,1,0,0,0,0,1,0,0
Gubernur Indonesia.,0,0,0,0,0,0,0,0,0,0,0,0
"RT PENGGUNA: Besok kalau lagi capres-cawapres, kalau masih teriak NKRI tak bisa ditawar, jangan percaya.",1,0,1,0,0,0,0,0,1,1,0,0
"USER USER Jangan jadi presiden antek... Siapapun orangnya, yang penting presidennya antek'",1,1,1,0,0,0,0,0,1,1,0,0
Kalau begini bagaimana masyarakat tidak curiga rezim saat ini anti Islam pak... URL,1,0,1,0,1,0,0,0,0,1,0,0
"USER USER USER USER USER USER USER USER USER USER USER Katanya orang hidup susah di bawah rezim Jokowi... kok bisa ke Rusia?'""",0,0,0,0,0,0,0,0,0,0,0,0
Kamu sedang buang air besar,1,1,1,0,0,0,0,0,1,1,0,0
"Saat kamu melihat setan, jangan takut, siapa tahu setan sedang mencari saudaranya, dan mungkin itu kamu.",0,1,0,0,0,0,0,0,0,0,0,0
USER USER pasti menggunakan Rohingya untuk menyerang USER,1,0,1,0,0,0,0,0,1,1,0,0
"USER Ya, memang seperti itu. Terkadang di usia segitu Anda sudah merokok dan orang tuanya pun begitu. Jadi kalau ngomongnya seperti itu, seperti ngomong biasa saja. Aku juga sering bilang 'anjing, kntl' seperti itu di sini tapi kalau aku marah memang seperti itu :(""",0,1,0,0,0,0,0,0,0,0,0,0
PENGGUNA HAHAHAHA MAMPUS\n\nSelamat bersenang-senang',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: USER Beranikah dia bilang isu Saracen digoreng untuk menyerang lawan Jokowi??,1,0,1,0,0,0,0,0,1,1,0,0
